constraint_family,constraint_id,day_index,location,resource_or_slot,load,capacity,utilization,overload,shadow_price_index,interpretation
vehicle_guide_shuttle_capacity,D1_达坂城镇_scenic_shuttle_or_parking,1,达坂城镇,scenic_shuttle_or_parking,25.8852,127.72,0.2027,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D1_天池风景区_licensed_guide,1,天池风景区,licensed_guide,117.9821,595.4688,0.1981,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D1_天池风景区_scenic_shuttle_or_parking,1,天池风景区,scenic_shuttle_or_parking,73.4111,381.1,0.1926,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D5_吐鲁番市_coach_bus,5,吐鲁番市,coach_bus,134.5658,961.3333,0.14,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D5_吐鲁番市_licensed_guide,5,吐鲁番市,licensed_guide,182.625,1351.875,0.1351,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D5_吐鲁番市_scenic_shuttle_or_parking,5,吐鲁番市,scenic_shuttle_or_parking,113.6333,865.2,0.1313,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D4_达坂城镇_coach_bus,4,达坂城镇,coach_bus,18.5136,141.9111,0.1305,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D11_吐鲁番市_coach_bus,11,吐鲁番市,coach_bus,111.1404,961.3333,0.1156,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D11_吐鲁番市_licensed_guide,11,吐鲁番市,licensed_guide,150.8333,1351.875,0.1116,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D11_吐鲁番市_scenic_shuttle_or_parking,11,吐鲁番市,scenic_shuttle_or_parking,93.8519,865.2,0.1085,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D10_吐鲁番市_coach_bus,10,吐鲁番市,coach_bus,102.5288,961.3333,0.1067,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D1_巴音布鲁克_coach_bus,1,巴音布鲁克,coach_bus,25.4846,240.3333,0.106,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D7_吐鲁番市_coach_bus,7,吐鲁番市,coach_bus,101.7917,961.3333,0.1059,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D4_吐鲁番市_coach_bus,4,吐鲁番市,coach_bus,99.7245,961.3333,0.1037,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D1_巴音布鲁克_licensed_guide,1,巴音布鲁克,licensed_guide,34.5863,337.9688,0.1023,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D7_吐鲁番市_licensed_guide,7,吐鲁番市,licensed_guide,138.1458,1351.875,0.1022,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D1_巴音布鲁克_scenic_shuttle_or_parking,1,巴音布鲁克,scenic_shuttle_or_parking,21.5204,216.3,0.0995,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D7_吐鲁番市_scenic_shuttle_or_parking,7,吐鲁番市,scenic_shuttle_or_parking,85.9574,865.2,0.0993,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D11_赛里木湖_coach_bus,11,赛里木湖,coach_bus,37.2259,377.6667,0.0986,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D10_吐鲁番市_licensed_guide,10,吐鲁番市,licensed_guide,132.9393,1351.875,0.0983,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D3_霍城县(惠远古城)_coach_bus,3,霍城县(惠远古城),coach_bus,25.4846,263.2222,0.0968,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D10_吐鲁番市_scenic_shuttle_or_parking,10,吐鲁番市,scenic_shuttle_or_parking,82.3859,865.2,0.0952,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D11_赛里木湖_licensed_guide,11,赛里木湖,licensed_guide,50.5208,531.0938,0.0951,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D6_吐鲁番市_coach_bus,6,吐鲁番市,coach_bus,90.2104,961.3333,0.0938,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D3_霍城县(惠远古城)_licensed_guide,3,霍城县(惠远古城),licensed_guide,34.5863,370.1562,0.0934,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D9_吐鲁番市_coach_bus,9,吐鲁番市,coach_bus,89.2697,961.3333,0.0929,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D11_赛里木湖_scenic_shuttle_or_parking,11,赛里木湖,scenic_shuttle_or_parking,31.4352,339.9,0.0925,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D3_霍城县(惠远古城)_scenic_shuttle_or_parking,3,霍城县(惠远古城),scenic_shuttle_or_parking,21.5204,236.9,0.0908,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D9_吐鲁番市_licensed_guide,9,吐鲁番市,licensed_guide,121.1518,1351.875,0.0896,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D10_赛里木湖_coach_bus,10,赛里木湖,coach_bus,33.5877,377.6667,0.0889,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D9_吐鲁番市_scenic_shuttle_or_parking,9,吐鲁番市,scenic_shuttle_or_parking,75.3833,865.2,0.0871,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D10_赛里木湖_licensed_guide,10,赛里木湖,licensed_guide,45.5833,531.0938,0.0858,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D3_塔什库尔干县(帕米尔高原)_coach_bus,3,塔什库尔干县(帕米尔高原),coach_bus,19.1834,224.3111,0.0855,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D9_赛里木湖_coach_bus,9,赛里木湖,coach_bus,31.6601,377.6667,0.0838,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D10_赛里木湖_scenic_shuttle_or_parking,10,赛里木湖,scenic_shuttle_or_parking,28.363,339.9,0.0834,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D4_吐鲁番市_licensed_guide,4,吐鲁番市,licensed_guide,111.6244,1351.875,0.0826,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D7_特克斯县(八卦城)_coach_bus,7,特克斯县(八卦城),coach_bus,25.4846,309.0,0.0825,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D9_赛里木湖_licensed_guide,9,赛里木湖,licensed_guide,42.9673,531.0938,0.0809,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D12_吐鲁番市_coach_bus,12,吐鲁番市,coach_bus,76.7879,961.3333,0.0799,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D7_特克斯县(八卦城)_licensed_guide,7,特克斯县(八卦城),licensed_guide,34.5863,434.5312,0.0796,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D4_吐鲁番市_scenic_shuttle_or_parking,4,吐鲁番市,scenic_shuttle_or_parking,68.187,865.2,0.0788,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D9_赛里木湖_scenic_shuttle_or_parking,9,赛里木湖,scenic_shuttle_or_parking,26.7352,339.9,0.0787,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D7_特克斯县(八卦城)_scenic_shuttle_or_parking,7,特克斯县(八卦城),scenic_shuttle_or_parking,21.5204,278.1,0.0774,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D9_禾木村_coach_bus,9,禾木村,coach_bus,21.9035,286.1111,0.0766,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D9_天池风景区_coach_bus,9,天池风景区,coach_bus,31.3571,423.4444,0.0741,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D9_禾木村_licensed_guide,9,禾木村,licensed_guide,29.7262,402.3438,0.0739,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D8_吐鲁番市_coach_bus,8,吐鲁番市,coach_bus,70.9432,961.3333,0.0738,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D6_吐鲁番市_licensed_guide,6,吐鲁番市,licensed_guide,99.4423,1351.875,0.0736,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D4_达坂城镇_licensed_guide,4,达坂城镇,licensed_guide,14.5464,199.5625,0.0729,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D2_那拉提镇_coach_bus,2,那拉提镇,coach_bus,25.4846,354.7778,0.0718,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D9_禾木村_scenic_shuttle_or_parking,9,禾木村,scenic_shuttle_or_parking,18.4963,257.5,0.0718,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D3_吐鲁番市_coach_bus,3,吐鲁番市,coach_bus,68.7217,961.3333,0.0715,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D9_库车市_coach_bus,9,库车市,coach_bus,36.9406,526.4444,0.0702,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D6_吐鲁番市_scenic_shuttle_or_parking,6,吐鲁番市,scenic_shuttle_or_parking,60.6461,865.2,0.0701,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D2_那拉提镇_licensed_guide,2,那拉提镇,licensed_guide,34.5863,498.9062,0.0693,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D3_塔什库尔干县(帕米尔高原)_licensed_guide,3,塔什库尔干县(帕米尔高原),licensed_guide,21.5238,315.4375,0.0682,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D12_赛里木湖_coach_bus,12,赛里木湖,coach_bus,25.7197,377.6667,0.0681,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D5_赛里木湖_coach_bus,5,赛里木湖,coach_bus,25.4846,377.6667,0.0675,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D2_那拉提镇_scenic_shuttle_or_parking,2,那拉提镇,scenic_shuttle_or_parking,21.5204,319.3,0.0674,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D9_天池风景区_licensed_guide,9,天池风景区,licensed_guide,39.7768,595.4688,0.0668,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D10_天池风景区_coach_bus,10,天池风景区,coach_bus,28.1974,423.4444,0.0666,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D4_达坂城镇_scenic_shuttle_or_parking,4,达坂城镇,scenic_shuttle_or_parking,8.4854,127.72,0.0664,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D3_吐鲁番市_licensed_guide,3,吐鲁番市,licensed_guide,88.3214,1351.875,0.0653,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D3_塔什库尔干县(帕米尔高原)_scenic_shuttle_or_parking,3,塔什库尔干县(帕米尔高原),scenic_shuttle_or_parking,13.1514,201.88,0.0651,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D5_赛里木湖_licensed_guide,5,赛里木湖,licensed_guide,34.5863,531.0938,0.0651,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D9_天池风景区_scenic_shuttle_or_parking,9,天池风景区,scenic_shuttle_or_parking,24.6014,381.1,0.0646,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D10_天池风景区_licensed_guide,10,天池风景区,licensed_guide,38.2679,595.4688,0.0643,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D5_赛里木湖_scenic_shuttle_or_parking,5,赛里木湖,scenic_shuttle_or_parking,21.5204,339.9,0.0633,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D3_吐鲁番市_scenic_shuttle_or_parking,3,吐鲁番市,scenic_shuttle_or_parking,54.6912,865.2,0.0632,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D8_赛里木湖_coach_bus,8,赛里木湖,coach_bus,23.8353,377.6667,0.0631,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D10_天池风景区_scenic_shuttle_or_parking,10,天池风景区,scenic_shuttle_or_parking,23.8111,381.1,0.0625,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D8_巴音布鲁克_coach_bus,8,巴音布鲁克,coach_bus,14.7105,240.3333,0.0612,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D10_库车市_coach_bus,10,库车市,coach_bus,31.886,526.4444,0.0606,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D6_赛里木湖_coach_bus,6,赛里木湖,coach_bus,22.307,377.6667,0.0591,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D8_巴音布鲁克_licensed_guide,8,巴音布鲁克,licensed_guide,19.9643,337.9688,0.0591,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D9_库车市_licensed_guide,9,库车市,licensed_guide,43.4583,740.3125,0.0587,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D10_库车市_licensed_guide,10,库车市,licensed_guide,43.2738,740.3125,0.0585,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D8_巴音布鲁克_scenic_shuttle_or_parking,8,巴音布鲁克,scenic_shuttle_or_parking,12.4222,216.3,0.0574,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D10_库车市_scenic_shuttle_or_parking,10,库车市,scenic_shuttle_or_parking,26.9259,473.8,0.0568,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D9_库车市_scenic_shuttle_or_parking,9,库车市,scenic_shuttle_or_parking,26.6838,473.8,0.0563,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D5_巴音布鲁克_coach_bus,5,巴音布鲁克,coach_bus,13.4868,240.3333,0.0561,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D5_巴音布鲁克_licensed_guide,5,巴音布鲁克,licensed_guide,18.3036,337.9688,0.0542,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D8_吐鲁番市_licensed_guide,8,吐鲁番市,licensed_guide,72.8714,1351.875,0.0539,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D4_库车市_coach_bus,4,库车市,coach_bus,28.1974,526.4444,0.0536,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D5_巴音布鲁克_scenic_shuttle_or_parking,5,巴音布鲁克,scenic_shuttle_or_parking,11.3889,216.3,0.0527,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D4_库车市_licensed_guide,4,库车市,licensed_guide,38.2679,740.3125,0.0517,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D7_霍城县(惠远古城)_coach_bus,7,霍城县(惠远古城),coach_bus,13.4868,263.2222,0.0512,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D10_可可托海_coach_bus,10,可可托海,coach_bus,10.5219,206.0,0.0511,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D8_吐鲁番市_scenic_shuttle_or_parking,8,吐鲁番市,scenic_shuttle_or_parking,44.0905,865.2,0.051,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D1_塔什库尔干县(帕米尔高原)_coach_bus,1,塔什库尔干县(帕米尔高原),coach_bus,11.4254,224.3111,0.0509,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D2_塔什库尔干县(帕米尔高原)_coach_bus,2,塔什库尔干县(帕米尔高原),coach_bus,11.4254,224.3111,0.0509,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D4_库车市_scenic_shuttle_or_parking,4,库车市,scenic_shuttle_or_parking,23.8111,473.8,0.0503,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D8_赛里木湖_licensed_guide,8,赛里木湖,licensed_guide,26.4345,531.0938,0.0498,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D6_赛里木湖_licensed_guide,6,赛里木湖,licensed_guide,26.2149,531.0938,0.0494,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D7_霍城县(惠远古城)_licensed_guide,7,霍城县(惠远古城),licensed_guide,18.3036,370.1562,0.0494,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D10_可可托海_licensed_guide,10,可可托海,licensed_guide,14.2798,289.6875,0.0493,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D1_塔什库尔干县(帕米尔高原)_licensed_guide,1,塔什库尔干县(帕米尔高原),licensed_guide,15.506,315.4375,0.0492,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D2_塔什库尔干县(帕米尔高原)_licensed_guide,2,塔什库尔干县(帕米尔高原),licensed_guide,15.506,315.4375,0.0492,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D7_霍城县(惠远古城)_scenic_shuttle_or_parking,7,霍城县(惠远古城),scenic_shuttle_or_parking,11.3889,236.9,0.0481,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D10_可可托海_scenic_shuttle_or_parking,10,可可托海,scenic_shuttle_or_parking,8.8852,185.4,0.0479,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D1_塔什库尔干县(帕米尔高原)_scenic_shuttle_or_parking,1,塔什库尔干县(帕米尔高原),scenic_shuttle_or_parking,9.6481,201.88,0.0478,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D2_塔什库尔干县(帕米尔高原)_scenic_shuttle_or_parking,2,塔什库尔干县(帕米尔高原),scenic_shuttle_or_parking,9.6481,201.88,0.0478,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D8_赛里木湖_scenic_shuttle_or_parking,8,赛里木湖,scenic_shuttle_or_parking,16.1319,339.9,0.0475,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D6_赛里木湖_scenic_shuttle_or_parking,6,赛里木湖,scenic_shuttle_or_parking,16.0944,339.9,0.0474,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D8_昭苏县(夏塔古道)_coach_bus,8,昭苏县(夏塔古道),coach_bus,10.2807,217.4444,0.0473,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D2_吐鲁番市_coach_bus,2,吐鲁番市,coach_bus,43.8969,961.3333,0.0457,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D8_昭苏县(夏塔古道)_licensed_guide,8,昭苏县(夏塔古道),licensed_guide,13.9524,305.7812,0.0456,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D12_吐鲁番市_licensed_guide,12,吐鲁番市,licensed_guide,60.3333,1351.875,0.0446,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D8_昭苏县(夏塔古道)_scenic_shuttle_or_parking,8,昭苏县(夏塔古道),scenic_shuttle_or_parking,8.6815,195.7,0.0444,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D2_吐鲁番市_licensed_guide,2,吐鲁番市,licensed_guide,59.5744,1351.875,0.0441,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D2_吐鲁番市_scenic_shuttle_or_parking,2,吐鲁番市,scenic_shuttle_or_parking,37.0685,865.2,0.0428,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D9_巴音布鲁克_coach_bus,9,巴音布鲁克,coach_bus,10.1636,240.3333,0.0423,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D7_库尔勒市_coach_bus,7,库尔勒市,coach_bus,36.5022,869.7778,0.042,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D12_吐鲁番市_scenic_shuttle_or_parking,12,吐鲁番市,scenic_shuttle_or_parking,35.1944,865.2,0.0407,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D7_库尔勒市_licensed_guide,7,库尔勒市,licensed_guide,49.5387,1223.125,0.0405,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
vehicle_guide_shuttle_capacity,D4_霍城县(惠远古城)_coach_bus,4,霍城县(惠远古城),coach_bus,10.5045,263.2222,0.0399,0.0,50.0,增加车辆/导游/摆渡资源对系统服务损失的边际缓解强度
