from_spot_id,from_spot_name,to_spot_id,to_spot_name,scenario_id,mode_combo,dominant_mode,time_hours,cost_yuan_for_two,fatigue_score,risk_score,is_night_transport,requires_transfer,label_rank,generalized_cost_score,label_quality_note
P001,天山天池,P020,白哈巴村,base_summer,self_drive -> scenic_shuttle -> scenic_shuttle -> self_drive,scenic_shuttle,7.241,343.88,9.208,0.384,False,True,1,1242.075,amap_or_model_road_edge
P001,天山天池,P021,可可托海,base_summer,self_drive,rental_car,5.226,255.82,6.124,0.215,False,False,1,843.31,amap_or_model_road_edge
P001,天山天池,P022,五彩滩,base_summer,self_drive,rental_car,6.083,296.65,7.594,0.241,False,False,1,995.885,amap_or_model_road_edge
P001,天山天池,P023,世界魔鬼城,base_summer,self_drive,rental_car,4.878,259.67,5.602,0.217,False,False,1,812.69,amap_or_model_road_edge
P001,天山天池,P024,喀什古城,base_summer,self_drive -> transfer -> air -> transfer -> scenic_shuttle,air,8.086,2612.25,9.061,0.269,False,True,1,3464.405,public_transport_candidate_needs_schedule_confirmation
P001,天山天池,P025,艾提尕尔清真寺,base_summer,self_drive -> transfer -> air -> transfer -> scenic_shuttle,air,8.086,2612.25,9.061,0.269,False,True,1,3464.405,public_transport_candidate_needs_schedule_confirmation
P001,天山天池,P026,香妃园,base_summer,self_drive -> transfer -> air -> transfer -> scenic_shuttle,air,8.086,2612.25,9.061,0.269,False,True,1,3464.405,public_transport_candidate_needs_schedule_confirmation
P001,天山天池,P027,帕米尔高原白沙湖,base_summer,self_drive -> transfer -> air -> transfer -> scenic_shuttle -> self_drive,air,11.733,2716.88,19.19,0.427,False,True,1,4247.285,public_transport_candidate_needs_schedule_confirmation
P001,天山天池,P028,石头城遗址,base_summer,self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,air,12.586,2771.75,22.25,0.417,False,True,1,4463.71,public_transport_candidate_needs_schedule_confirmation
P001,天山天池,P029,天山神秘大峡谷,base_summer,self_drive -> transfer -> air -> transfer -> scenic_shuttle,air,8.619,1232.25,10.243,0.277,False,True,1,2161.05,public_transport_candidate_needs_schedule_confirmation
P001,天山天池,P030,库车王府,base_summer,self_drive -> transfer -> air -> transfer -> scenic_shuttle,air,7.419,1232.25,7.726,0.259,False,True,1,1994.985,public_transport_candidate_needs_schedule_confirmation
P001,天山天池,P031,克孜尔石窟,base_summer,self_drive -> transfer -> air -> transfer -> scenic_shuttle,air,8.619,1232.25,10.243,0.277,False,True,1,2161.05,public_transport_candidate_needs_schedule_confirmation
P001,天山天池,P032,博斯腾湖,base_summer,self_drive,rental_car,5.654,227.22,6.825,0.198,False,False,1,851.035,amap_or_model_road_edge
P001,天山天池,P033,巴音布鲁克草原,base_summer,self_drive,rental_car,6.876,258.08,9.19,0.229,False,False,1,1049.69,amap_or_model_road_edge
P001,天山天池,P034,罗布人村寨,base_summer,self_drive,rental_car,5.732,262.07,6.96,0.219,False,False,1,907.29,amap_or_model_road_edge
P001,天山天池,P035,江布拉克草原,base_summer,self_drive,rental_car,1.986,94.37,2.224,0.117,False,False,1,334.16,amap_or_model_road_edge
P001,天山天池,P036,北庭故城遗址,base_summer,self_drive,taxi_transfer,1.313,60.98,1.05,0.087,False,False,1,206.385,amap_or_model_road_edge
P001,天山天池,P037,和田博物馆,base_summer,self_drive -> transfer -> air -> transfer -> scenic_shuttle,air,8.086,2424.25,9.061,0.269,False,True,1,3276.405,public_transport_candidate_needs_schedule_confirmation
P001,天山天池,P038,尼雅遗址,base_summer,self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,air,11.286,2484.75,17.691,0.397,False,True,1,3914.055,public_transport_candidate_needs_schedule_confirmation
P001,天山天池,P039,千里葡萄长廊,base_summer,self_drive -> transfer -> air -> transfer -> scenic_shuttle,air,8.086,2424.25,9.061,0.269,False,True,1,3276.405,public_transport_candidate_needs_schedule_confirmation
P001,天山天池,P040,奥依塔克冰川,base_summer,self_drive -> transfer -> air -> transfer -> scenic_shuttle,air,9.786,2612.25,13.187,0.295,False,True,1,3725.175,public_transport_candidate_needs_schedule_confirmation
P002,达坂城古镇,P001,天山天池,base_summer,self_drive,rental_car,1.921,92.74,2.152,0.116,False,False,1,326.415,amap_or_model_road_edge
P002,达坂城古镇,P002,达坂城古镇,base_summer,same_spot,same_spot,0.0,0.0,0.0,0.0,False,False,1,0.0,diagonal_zero_edge
P002,达坂城古镇,P003,火焰山,base_summer,self_drive,taxi_transfer,1.617,68.76,1.294,0.092,False,False,1,238.785,amap_or_model_road_edge
P002,达坂城古镇,P004,葡萄沟,base_summer,self_drive,taxi_transfer,1.296,56.65,1.037,0.084,False,False,1,199.075,amap_or_model_road_edge
P002,达坂城古镇,P005,坎儿井民俗园,base_summer,self_drive,taxi_transfer,1.307,54.64,1.046,0.083,False,False,1,197.255,amap_or_model_road_edge
P002,达坂城古镇,P006,交河故城,base_summer,self_drive,taxi_transfer,1.408,57.73,1.126,0.085,False,False,1,208.68,amap_or_model_road_edge
P002,达坂城古镇,P007,楼兰古城,base_summer,self_drive -> transfer -> air -> transfer -> scenic_shuttle -> self_drive,air,8.407,2631.09,9.76,0.325,False,True,1,3559.535,public_transport_candidate_needs_schedule_confirmation
P002,达坂城古镇,P008,赛里木湖,base_summer,self_drive,rental_car,6.635,351.02,8.681,0.283,False,False,1,1143.69,amap_or_model_road_edge
P002,达坂城古镇,P009,那拉提草原,base_summer,self_drive,charter_car,8.109,287.45,11.31,0.301,False,False,1,1260.815,amap_or_model_road_edge
P002,达坂城古镇,P010,喀拉峻大草原,base_summer,self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,air,11.224,1371.18,17.489,0.406,False,True,1,2794.625,public_transport_candidate_needs_schedule_confirmation
P002,达坂城古镇,P011,高昌故城,base_summer,self_drive,taxi_transfer,1.898,73.46,1.518,0.095,False,False,1,265.2,amap_or_model_road_edge
P002,达坂城古镇,P012,苏公塔,base_summer,self_drive,taxi_transfer,1.379,57.7,1.103,0.085,False,False,1,206.6,amap_or_model_road_edge
P002,达坂城古镇,P013,吐峪沟麻扎村,base_summer,self_drive,taxi_transfer,1.779,85.64,1.423,0.102,False,False,1,273.14,amap_or_model_road_edge
P002,达坂城古镇,P014,霍城薰衣草花田,base_summer,self_drive,charter_car,7.664,384.95,10.234,0.313,False,False,1,1301.52,amap_or_model_road_edge
P002,达坂城古镇,P015,昭苏草原,base_summer,self_drive -> self_drive,charter_car,13.269,539.28,29.799,0.531,False,True,1,2663.25,amap_or_model_road_edge
P002,达坂城古镇,P016,夏塔古道,base_summer,self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,air,12.224,1471.93,20.92,0.421,False,True,1,3093.77,public_transport_candidate_needs_schedule_confirmation
P002,达坂城古镇,P017,果子沟大桥,base_summer,self_drive -> scenic_shuttle -> scenic_shuttle,scenic_shuttle,6.935,381.02,8.592,0.362,False,True,1,1227.585,amap_or_model_road_edge
P002,达坂城古镇,P018,喀纳斯湖,base_summer,self_drive -> scenic_shuttle -> scenic_shuttle,scenic_shuttle,7.531,381.88,9.822,0.371,False,True,1,1310.055,amap_or_model_road_edge
P002,达坂城古镇,P019,禾木村,base_summer,self_drive -> scenic_shuttle -> scenic_shuttle,scenic_shuttle,7.531,381.88,9.822,0.371,False,True,1,1310.055,amap_or_model_road_edge
P002,达坂城古镇,P020,白哈巴村,base_summer,self_drive -> scenic_shuttle -> scenic_shuttle -> self_drive,scenic_shuttle,8.389,399.11,11.817,0.434,False,True,1,1484.89,amap_or_model_road_edge
P002,达坂城古镇,P021,可可托海,base_summer,self_drive,rental_car,6.861,343.87,9.158,0.281,False,False,1,1164.715,amap_or_model_road_edge
P002,达坂城古镇,P022,五彩滩,base_summer,self_drive,charter_car,7.231,351.88,9.255,0.286,False,False,1,1193.04,amap_or_model_road_edge
P002,达坂城古镇,P023,世界魔鬼城,base_summer,self_drive,rental_car,5.36,287.44,6.336,0.234,False,False,1,900.56,amap_or_model_road_edge
P002,达坂城古镇,P024,喀什古城,base_summer,self_drive -> transfer -> air -> transfer -> scenic_shuttle,air,8.274,2629.93,9.466,0.282,False,True,1,3514.69,public_transport_candidate_needs_schedule_confirmation
P002,达坂城古镇,P025,艾提尕尔清真寺,base_summer,self_drive -> transfer -> air -> transfer -> scenic_shuttle,air,8.274,2629.93,9.466,0.282,False,True,1,3514.69,public_transport_candidate_needs_schedule_confirmation
P002,达坂城古镇,P026,香妃园,base_summer,self_drive -> transfer -> air -> transfer -> scenic_shuttle,air,8.274,2629.93,9.466,0.282,False,True,1,3514.69,public_transport_candidate_needs_schedule_confirmation
P002,达坂城古镇,P027,帕米尔高原白沙湖,base_summer,self_drive -> transfer -> air -> transfer -> scenic_shuttle -> self_drive,air,11.921,2734.56,19.842,0.44,False,True,1,4308.685,public_transport_candidate_needs_schedule_confirmation
P002,达坂城古镇,P028,石头城遗址,base_summer,self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,air,12.774,2789.43,22.96,0.43,False,True,1,4527.72,public_transport_candidate_needs_schedule_confirmation
P002,达坂城古镇,P029,天山神秘大峡谷,base_summer,self_drive -> transfer -> air -> transfer -> scenic_shuttle,air,8.807,1249.93,10.684,0.29,False,True,1,2212.955,public_transport_candidate_needs_schedule_confirmation
P002,达坂城古镇,P030,库车王府,base_summer,self_drive -> transfer -> air -> transfer -> scenic_shuttle,air,7.607,1249.93,8.086,0.272,False,True,1,2043.245,public_transport_candidate_needs_schedule_confirmation
P002,达坂城古镇,P031,克孜尔石窟,base_summer,self_drive,charter_car,8.63,403.6,12.661,0.379,False,False,1,1502.795,amap_or_model_road_edge
P002,达坂城古镇,P032,博斯腾湖,base_summer,self_drive,rental_car,4.942,188.05,5.695,0.174,False,False,1,721.695,amap_or_model_road_edge
P002,达坂城古镇,P033,巴音布鲁克草原,base_summer,self_drive,rental_car,6.552,254.62,8.511,0.222,False,False,1,1000.135,amap_or_model_road_edge
P002,达坂城古镇,P034,罗布人村寨,base_summer,self_drive,rental_car,5.458,258.61,6.496,0.217,False,False,1,872.16,amap_or_model_road_edge
P002,达坂城古镇,P035,江布拉克草原,base_summer,self_drive,rental_car,3.63,182.41,4.066,0.171,False,False,1,595.03,amap_or_model_road_edge
P002,达坂城古镇,P036,北庭故城遗址,base_summer,self_drive,rental_car,2.967,149.02,3.323,0.15,False,False,1,492.4,amap_or_model_road_edge
P002,达坂城古镇,P037,和田博物馆,base_summer,self_drive -> transfer -> air -> transfer -> scenic_shuttle,air,8.274,2441.93,9.466,0.282,False,True,1,3326.69,public_transport_candidate_needs_schedule_confirmation
P002,达坂城古镇,P038,尼雅遗址,base_summer,self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,air,11.474,2502.43,18.313,0.41,False,True,1,3974.105,public_transport_candidate_needs_schedule_confirmation
P002,达坂城古镇,P039,千里葡萄长廊,base_summer,self_drive -> transfer -> air -> transfer -> scenic_shuttle,air,8.274,2441.93,9.466,0.282,False,True,1,3326.69,public_transport_candidate_needs_schedule_confirmation
P002,达坂城古镇,P040,奥依塔克冰川,base_summer,self_drive -> transfer -> air -> transfer -> scenic_shuttle,air,9.974,2629.93,13.707,0.308,False,True,1,3780.635,public_transport_candidate_needs_schedule_confirmation
P003,火焰山,P001,天山天池,base_summer,self_drive,rental_car,3.571,159.44,4.0,0.157,False,False,1,558.625,amap_or_model_road_edge
P003,火焰山,P002,达坂城古镇,base_summer,self_drive,taxi_transfer,2.086,81.4,1.669,0.099,False,False,1,288.915,amap_or_model_road_edge
P003,火焰山,P003,火焰山,base_summer,same_spot,same_spot,0.0,0.0,0.0,0.0,False,False,1,0.0,diagonal_zero_edge
P003,火焰山,P004,葡萄沟,base_summer,self_drive,taxi_transfer,0.578,16.67,0.462,0.06,False,False,1,93.69,amap_or_model_road_edge
P003,火焰山,P005,坎儿井民俗园,base_summer,self_drive,taxi_transfer,0.679,18.14,0.543,0.061,False,False,1,102.94,amap_or_model_road_edge
P003,火焰山,P006,交河故城,base_summer,self_drive,taxi_transfer,0.801,22.99,0.641,0.064,False,False,1,118.27,amap_or_model_road_edge
P003,火焰山,P007,楼兰古城,base_summer,self_drive -> transfer -> air -> transfer -> scenic_shuttle -> self_drive,air,10.003,2697.78,13.788,0.39,False,True,1,3902.345,public_transport_candidate_needs_schedule_confirmation
P003,火焰山,P008,赛里木湖,base_summer,self_drive,charter_car,8.365,417.72,11.962,0.38,False,False,1,1476.785,amap_or_model_road_edge
P003,火焰山,P009,那拉提草原,base_summer,self_drive,charter_car,9.694,354.14,15.724,0.365,False,False,1,1620.01,amap_or_model_road_edge
P003,火焰山,P010,喀拉峻大草原,base_summer,self_drive -> scenic_shuttle -> transfer -> rail -> rail -> transfer -> self_drive -> scenic_shuttle,rail,12.787,359.96,23.315,0.437,True,True,1,2118.88,public_transport_candidate_needs_schedule_confirmation
P003,火焰山,P011,高昌故城,base_summer,self_drive,taxi_transfer,0.331,7.71,0.265,0.055,False,False,1,64.22,amap_or_model_road_edge
P003,火焰山,P012,苏公塔,base_summer,self_drive,taxi_transfer,0.521,15.71,0.417,0.06,False,False,1,88.71,amap_or_model_road_edge
P003,火焰山,P013,吐峪沟麻扎村,base_summer,self_drive,taxi_transfer,0.378,10.74,0.302,0.057,False,False,1,71.76,amap_or_model_road_edge
P003,火焰山,P014,霍城薰衣草花田,base_summer,self_drive,charter_car,9.312,451.64,14.577,0.395,False,False,1,1670.525,amap_or_model_road_edge
P003,火焰山,P015,昭苏草原,base_summer,self_drive -> self_drive,charter_car,14.955,604.34,37.656,0.612,False,True,1,3189.485,amap_or_model_road_edge
P003,火焰山,P016,夏塔古道,base_summer,self_drive -> scenic_shuttle -> transfer -> rail -> rail -> transfer -> self_drive -> scenic_shuttle,rail,13.787,460.71,27.238,0.452,True,True,1,2440.165,public_transport_candidate_needs_schedule_confirmation
P003,火焰山,P017,果子沟大桥,base_summer,self_drive -> scenic_shuttle -> scenic_shuttle,scenic_shuttle,8.665,447.72,12.516,0.465,False,True,1,1593.215,amap_or_model_road_edge
P003,火焰山,P018,喀纳斯湖,base_summer,self_drive -> scenic_shuttle -> scenic_shuttle,scenic_shuttle,9.043,448.57,13.516,0.471,False,True,1,1655.895,amap_or_model_road_edge
P003,火焰山,P019,禾木村,base_summer,self_drive -> scenic_shuttle -> scenic_shuttle,scenic_shuttle,9.043,448.57,13.516,0.471,False,True,1,1655.895,amap_or_model_road_edge
P003,火焰山,P020,白哈巴村,base_summer,self_drive -> scenic_shuttle -> scenic_shuttle -> self_drive,scenic_shuttle,9.901,465.8,15.979,0.534,False,True,1,1851.79,amap_or_model_road_edge
P003,火焰山,P021,可可托海,base_summer,self_drive,charter_car,8.53,410.56,12.394,0.382,False,False,1,1496.04,amap_or_model_road_edge
P003,火焰山,P022,五彩滩,base_summer,self_drive,charter_car,8.743,418.57,12.967,0.386,False,False,1,1539.69,amap_or_model_road_edge
P003,火焰山,P023,世界魔鬼城,base_summer,self_drive,charter_car,7.072,354.13,8.912,0.286,False,False,1,1174.29,amap_or_model_road_edge
P003,火焰山,P024,喀什古城,base_summer,self_drive -> transfer -> air -> transfer -> scenic_shuttle,air,9.87,2696.62,13.418,0.347,False,True,1,3854.08,public_transport_candidate_needs_schedule_confirmation
P003,火焰山,P025,艾提尕尔清真寺,base_summer,self_drive -> transfer -> air -> transfer -> scenic_shuttle,air,9.87,2696.62,13.418,0.347,False,True,1,3854.08,public_transport_candidate_needs_schedule_confirmation
P003,火焰山,P026,香妃园,base_summer,self_drive -> transfer -> air -> transfer -> scenic_shuttle,air,9.87,2696.62,13.418,0.347,False,True,1,3854.08,public_transport_candidate_needs_schedule_confirmation
P003,火焰山,P027,帕米尔高原白沙湖,base_summer,self_drive -> transfer -> air -> transfer -> scenic_shuttle -> self_drive,air,13.517,2801.25,25.889,0.505,False,True,1,4742.35,public_transport_candidate_needs_schedule_confirmation
P003,火焰山,P028,石头城遗址,base_summer,self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,air,14.37,2856.12,29.497,0.495,False,True,1,4983.435,public_transport_candidate_needs_schedule_confirmation
P003,火焰山,P029,天山神秘大峡谷,base_summer,self_drive,charter_car,9.851,402.72,16.21,0.397,False,False,1,1715.155,amap_or_model_road_edge
P003,火焰山,P030,库车王府,base_summer,self_drive,charter_car,8.876,372.07,13.333,0.363,False,False,1,1500.515,amap_or_model_road_edge
P003,火焰山,P031,克孜尔石窟,base_summer,self_drive,charter_car,9.86,401.98,16.238,0.397,False,False,1,1715.99,amap_or_model_road_edge
P003,火焰山,P032,博斯腾湖,base_summer,self_drive,rental_car,5.568,195.61,6.679,0.179,False,False,1,798.445,amap_or_model_road_edge
P003,火焰山,P033,巴音布鲁克草原,base_summer,self_drive,charter_car,8.213,321.31,11.572,0.323,False,False,1,1323.305,amap_or_model_road_edge
P003,火焰山,P034,罗布人村寨,base_summer,self_drive -> scenic_shuttle -> self_drive -> scenic_shuttle,scenic_shuttle,6.321,249.21,7.459,0.23,False,True,1,944.1,amap_or_model_road_edge
P003,火焰山,P035,江布拉克草原,base_summer,self_drive,rental_car,4.531,178.66,5.125,0.168,False,False,1,668.67,amap_or_model_road_edge
P003,火焰山,P036,北庭故城遗址,base_summer,self_drive,rental_car,4.776,196.34,5.458,0.179,False,False,1,716.51,amap_or_model_road_edge
P003,火焰山,P037,和田博物馆,base_summer,self_drive -> transfer -> air -> transfer -> scenic_shuttle,air,9.87,2508.62,13.418,0.347,False,True,1,3666.08,public_transport_candidate_needs_schedule_confirmation
P003,火焰山,P038,尼雅遗址,base_summer,self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,air,13.07,2569.12,24.103,0.475,False,True,1,4396.205,public_transport_candidate_needs_schedule_confirmation
P003,火焰山,P039,千里葡萄长廊,base_summer,self_drive -> transfer -> air -> transfer -> scenic_shuttle,air,9.87,2508.62,13.418,0.347,False,True,1,3666.08,public_transport_candidate_needs_schedule_confirmation
P003,火焰山,P040,奥依塔克冰川,base_summer,self_drive -> transfer -> air -> transfer -> scenic_shuttle,air,11.57,2696.62,18.635,0.373,False,True,1,4163.945,public_transport_candidate_needs_schedule_confirmation
P004,葡萄沟,P001,天山天池,base_summer,self_drive,rental_car,3.245,147.52,3.634,0.149,False,False,1,514.025,amap_or_model_road_edge
P004,葡萄沟,P002,达坂城古镇,base_summer,self_drive,taxi_transfer,1.772,69.48,1.418,0.092,False,False,1,250.51,amap_or_model_road_edge
P004,葡萄沟,P003,火焰山,base_summer,self_drive,taxi_transfer,0.571,16.79,0.457,0.06,False,False,1,93.34,amap_or_model_road_edge
P004,葡萄沟,P004,葡萄沟,base_summer,same_spot,same_spot,0.0,0.0,0.0,0.0,False,False,1,0.0,diagonal_zero_edge
P004,葡萄沟,P005,坎儿井民俗园,base_summer,self_drive,taxi_transfer,0.416,7.54,0.333,0.055,False,False,1,70.085,amap_or_model_road_edge
P004,葡萄沟,P006,交河故城,base_summer,self_drive,taxi_transfer,0.54,11.18,0.432,0.057,False,False,1,83.72,amap_or_model_road_edge
P004,葡萄沟,P007,楼兰古城,base_summer,self_drive -> transfer -> air -> transfer -> scenic_shuttle -> self_drive,air,9.69,2685.87,12.926,0.377,False,True,1,3832.89,public_transport_candidate_needs_schedule_confirmation
P004,葡萄沟,P008,赛里木湖,base_summer,self_drive,charter_car,7.994,405.8,11.025,0.331,False,False,1,1380.315,amap_or_model_road_edge
P004,葡萄沟,P009,那拉提草原,base_summer,self_drive,charter_car,9.396,342.22,14.825,0.353,False,False,1,1550.005,amap_or_model_road_edge
P004,葡萄沟,P010,喀拉峻大草原,base_summer,scenic_shuttle -> transfer -> rail -> rail -> transfer -> self_drive -> scenic_shuttle,rail,12.266,344.25,21.413,0.379,True,True,1,1964.545,public_transport_candidate_needs_schedule_confirmation
P004,葡萄沟,P011,高昌故城,base_summer,self_drive,taxi_transfer,0.853,21.49,0.682,0.063,False,False,1,119.835,amap_or_model_road_edge
P004,葡萄沟,P012,苏公塔,base_summer,self_drive,taxi_transfer,0.295,5.0,0.236,0.053,False,False,1,57.745,amap_or_model_road_edge
P004,葡萄沟,P013,吐峪沟麻扎村,base_summer,self_drive,taxi_transfer,0.907,27.34,0.726,0.067,False,False,1,131.955,amap_or_model_road_edge
P004,葡萄沟,P014,霍城薰衣草花田,base_summer,self_drive,charter_car,8.974,439.73,13.607,0.39,False,False,1,1600.135,amap_or_model_road_edge
P004,葡萄沟,P015,昭苏草原,base_summer,self_drive -> self_drive,charter_car,14.617,592.43,35.999,0.607,False,True,1,3088.18,amap_or_model_road_edge
P004,葡萄沟,P016,夏塔古道,base_summer,scenic_shuttle -> transfer -> rail -> rail -> transfer -> self_drive -> scenic_shuttle,rail,13.266,445.0,25.149,0.394,True,True,1,2277.415,public_transport_candidate_needs_schedule_confirmation
P004,葡萄沟,P017,果子沟大桥,base_summer,self_drive -> scenic_shuttle -> scenic_shuttle,scenic_shuttle,8.294,435.8,11.584,0.415,False,True,1,1496.37,amap_or_model_road_edge
P004,葡萄沟,P018,喀纳斯湖,base_summer,self_drive -> scenic_shuttle -> scenic_shuttle,scenic_shuttle,8.715,436.66,12.645,0.462,False,True,1,1587.91,amap_or_model_road_edge
P004,葡萄沟,P019,禾木村,base_summer,self_drive -> scenic_shuttle -> scenic_shuttle,scenic_shuttle,8.715,436.66,12.645,0.462,False,True,1,1587.91,amap_or_model_road_edge
P004,葡萄沟,P020,白哈巴村,base_summer,self_drive -> scenic_shuttle -> scenic_shuttle -> self_drive,scenic_shuttle,9.573,453.89,15.006,0.525,False,True,1,1779.215,amap_or_model_road_edge
P004,葡萄沟,P021,可可托海,base_summer,self_drive,charter_car,8.191,398.64,11.516,0.37,False,False,1,1425.545,amap_or_model_road_edge
P004,葡萄沟,P022,五彩滩,base_summer,self_drive,charter_car,8.415,406.66,12.092,0.377,False,False,1,1471.525,amap_or_model_road_edge
P004,葡萄沟,P023,世界魔鬼城,base_summer,self_drive,rental_car,6.735,342.22,8.89,0.278,False,False,1,1144.795,amap_or_model_road_edge
P004,葡萄沟,P024,喀什古城,base_summer,self_drive -> transfer -> air -> transfer -> scenic_shuttle,air,9.557,2684.71,12.57,0.334,False,True,1,3785.255,public_transport_candidate_needs_schedule_confirmation
P004,葡萄沟,P025,艾提尕尔清真寺,base_summer,self_drive -> transfer -> air -> transfer -> scenic_shuttle,air,9.557,2684.71,12.57,0.334,False,True,1,3785.255,public_transport_candidate_needs_schedule_confirmation
P004,葡萄沟,P026,香妃园,base_summer,self_drive -> transfer -> air -> transfer -> scenic_shuttle,air,9.557,2684.71,12.57,0.334,False,True,1,3785.255,public_transport_candidate_needs_schedule_confirmation
P004,葡萄沟,P027,帕米尔高原白沙湖,base_summer,self_drive -> transfer -> air -> transfer -> scenic_shuttle -> self_drive,air,13.204,2789.34,24.631,0.492,False,True,1,4655.075,public_transport_candidate_needs_schedule_confirmation
P004,葡萄沟,P028,石头城遗址,base_summer,self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,air,14.057,2844.21,28.143,0.482,False,True,1,4891.84,public_transport_candidate_needs_schedule_confirmation
P004,葡萄沟,P029,天山神秘大峡谷,base_summer,self_drive,charter_car,9.664,392.26,15.632,0.388,False,False,1,1666.74,amap_or_model_road_edge
P004,葡萄沟,P030,库车王府,base_summer,self_drive,charter_car,8.667,361.61,12.761,0.354,False,False,1,1451.6,amap_or_model_road_edge
P004,葡萄沟,P031,克孜尔石窟,base_summer,self_drive,charter_car,9.652,391.53,15.595,0.387,False,False,1,1663.325,amap_or_model_road_edge
P004,葡萄沟,P032,博斯腾湖,base_summer,scenic_shuttle -> self_drive -> scenic_shuttle,scenic_shuttle,5.1,233.5,5.608,0.175,False,True,1,769.36,amap_or_model_road_edge
P004,葡萄沟,P033,巴音布鲁克草原,base_summer,self_drive,charter_car,7.92,309.39,10.844,0.272,False,False,1,1237.77,amap_or_model_road_edge
P004,葡萄沟,P034,罗布人村寨,base_summer,scenic_shuttle -> self_drive -> scenic_shuttle,scenic_shuttle,5.8,233.5,6.603,0.175,False,True,1,838.635,amap_or_model_road_edge
P004,葡萄沟,P035,江布拉克草原,base_summer,self_drive,rental_car,5.022,195.14,5.813,0.178,False,False,1,739.295,amap_or_model_road_edge
P004,葡萄沟,P036,北庭故城遗址,base_summer,self_drive,rental_car,4.291,203.8,4.821,0.184,False,False,1,681.33,amap_or_model_road_edge
