route_id,day,step_no,activity_type,from_name,to_name,spot_id,destination_hub,transport_modes,depart_time,arrival_time,service_start_time,service_end_time,open_time,close_time,travel_hours,wait_hours,service_hours,active_increment_hours,day_active_after_hours,transport_cost_yuan_per_two,ticket_cost_yuan_per_two,risk_score,daily_budget_feasible,time_window_feasible,lodging_hub_after_step,note
PCOP_MILP,26,29,visit,霍城薰衣草花田,果子沟大桥,P017,赛里木湖,self_drive,08:30,09:06,09:06,10:36,00:00,+1 00:00,0.597,0.0,1.5,2.097,2.097,19.1,0.0,0.052,True,True,赛里木湖,
PCOP_MILP,27,30,visit,果子沟大桥,赛里木湖,P008,赛里木湖,scenic_shuttle -> scenic_shuttle,08:30,08:48,08:48,14:48,08:00,22:00,0.3,0.0,6.0,6.3,6.3,30.0,290.0,0.08,True,True,赛里木湖,
PCOP_MILP,28,31,return_to_urumqi,赛里木湖,乌鲁木齐市,,乌鲁木齐市,return_to_urumqi,08:30,14:24,,,,,5.899,0.0,0.0,5.899,5.899,304.15,0.0,0.224,True,,乌鲁木齐市,
PCOP_ALNS,1,1,visit,乌鲁木齐市,江布拉克草原,P035,乌鲁木齐市,depot_to_spot,08:30,11:12,11:12,14:42,08:00,19:00,2.692,0.0,3.5,6.192,6.192,126.68,86.0,0.117,True,True,乌鲁木齐市,
PCOP_ALNS,2,2,visit,江布拉克草原,北庭故城遗址,P036,乌鲁木齐市,self_drive,08:30,09:47,09:47,11:17,09:00,19:00,1.279,0.0,1.5,2.779,2.779,38.52,76.0,0.063,True,True,乌鲁木齐市,
PCOP_ALNS,3,3,visit,北庭故城遗址,天山天池,P001,天池风景区,self_drive,08:30,09:48,09:48,14:48,08:00,19:00,1.304,0.0,5.0,6.304,6.304,61.25,310.0,0.077,True,True,天池风景区,
PCOP_ALNS,4,4,visit,天山天池,达坂城古镇,P002,达坂城镇,self_drive,08:30,10:38,10:38,13:08,09:30,19:00,2.131,0.0,2.5,4.631,4.631,93.7,80.0,0.097,True,True,达坂城镇,
PCOP_ALNS,5,5,visit,达坂城古镇,吐峪沟麻扎村,P013,吐鲁番市,self_drive,08:30,10:17,10:17,12:47,08:00,20:00,1.779,0.0,2.5,4.279,4.279,85.64,60.0,0.092,True,True,吐鲁番市,
PCOP_ALNS,5,6,visit,吐峪沟麻扎村,高昌故城,P011,吐鲁番市,self_drive,12:47,13:12,13:12,15:42,09:00,19:00,0.424,0.0,2.5,2.924,7.203,9.8,140.0,0.046,True,True,吐鲁番市,
PCOP_ALNS,6,7,visit,高昌故城,火焰山,P003,吐鲁番市,self_drive,08:30,08:58,08:58,11:28,08:00,21:00,0.47,0.0,2.5,2.97,2.97,8.61,80.0,0.045,True,True,吐鲁番市,
PCOP_ALNS,6,8,visit,火焰山,葡萄沟,P004,吐鲁番市,self_drive,11:28,12:03,12:03,15:03,08:30,19:30,0.578,0.0,3.0,3.578,6.548,16.67,120.0,0.05,True,True,吐鲁番市,
PCOP_ALNS,7,9,visit,葡萄沟,苏公塔,P012,吐鲁番市,self_drive,08:30,08:48,09:00,10:30,09:00,19:00,0.295,0.205,1.5,2.0,2.0,5.0,90.0,0.043,True,True,吐鲁番市,
PCOP_ALNS,7,10,visit,苏公塔,坎儿井民俗园,P005,吐鲁番市,self_drive,10:30,10:45,10:45,12:15,08:30,19:00,0.258,0.0,1.5,1.758,3.758,3.25,80.0,0.042,True,True,吐鲁番市,
PCOP_ALNS,7,11,visit,坎儿井民俗园,交河故城,P006,吐鲁番市,self_drive,12:15,12:29,12:29,14:14,09:00,19:00,0.223,0.0,1.75,1.973,5.731,4.16,60.0,0.043,True,True,吐鲁番市,
PCOP_ALNS,8,12,long_transfer_to_region,交河故城,罗布人村寨所在区域,P034,库尔勒市,scenic_shuttle -> self_drive -> scenic_shuttle,08:30,14:18,,,,,5.8,0.0,0.0,5.8,5.8,233.5,0.0,0.16,True,,库尔勒市,跨区长距离转移；到达后次日游览目标景区
PCOP_ALNS,9,13,visit,罗布人村寨所在区域,罗布人村寨,P034,库尔勒市,overnight_near_spot,08:30,08:30,09:00,11:30,09:00,19:00,0.0,0.5,2.5,3.0,3.0,0.0,70.0,0.0,True,True,库尔勒市,
PCOP_ALNS,9,14,visit,罗布人村寨,博斯腾湖,P032,库尔勒市,scenic_shuttle -> scenic_shuttle,11:30,12:48,12:48,16:18,09:00,19:00,1.3,0.0,3.5,4.8,7.8,30.0,90.0,0.08,True,True,库尔勒市,
PCOP_ALNS,10,15,visit,博斯腾湖,库车王府,P030,库车市,scenic_shuttle -> transfer -> rail -> transfer -> scenic_shuttle,08:30,12:57,12:57,14:27,09:00,19:00,4.45,0.0,1.5,5.95,5.95,157.0,80.0,0.16,True,True,库车市,
PCOP_ALNS,11,16,visit,库车王府,克孜尔石窟,P031,库车市,self_drive,08:30,09:46,09:46,12:16,09:30,19:00,1.271,0.0,2.5,3.771,3.771,35.86,140.0,0.062,True,True,库车市,
PCOP_ALNS,12,17,visit,克孜尔石窟,天山神秘大峡谷,P029,库车市,self_drive,08:30,10:01,10:01,13:31,08:00,17:00,1.523,0.0,3.5,5.023,5.023,46.5,80.0,0.068,True,True,库车市,
PCOP_ALNS,13,18,visit,天山神秘大峡谷,巴音布鲁克草原,P033,巴音布鲁克,self_drive,08:30,11:56,11:56,17:56,09:00,19:45,3.433,0.0,6.0,9.433,9.433,106.3,280.0,0.104,False,True,巴音布鲁克,当天活动超过8小时预算
PCOP_ALNS,14,19,visit,巴音布鲁克草原,那拉提草原,P009,那拉提镇,self_drive,08:30,10:46,10:46,16:46,08:30,20:00,2.274,0.0,6.0,8.274,8.274,51.5,270.0,0.071,False,True,那拉提镇,当天活动超过8小时预算
PCOP_ALNS,15,20,long_transfer_to_region,那拉提草原,昭苏草原所在区域,P015,昭苏县(夏塔古道),self_drive,08:30,15:37,,,,,7.116,0.0,0.0,7.116,7.116,170.87,0.0,0.144,True,,昭苏县(夏塔古道),跨区长距离转移；到达后次日游览目标景区
PCOP_ALNS,16,21,visit,昭苏草原所在区域,昭苏草原,P015,昭苏县(夏塔古道),overnight_near_spot,08:30,08:30,08:30,12:00,00:00,+1 00:00,0.0,0.0,3.5,3.5,3.5,0.0,0.0,0.0,True,True,昭苏县(夏塔古道),
PCOP_ALNS,17,22,visit,昭苏草原,夏塔古道,P016,昭苏县(夏塔古道),self_drive,08:30,12:13,12:13,17:13,09:00,20:00,3.716,0.0,5.0,8.716,8.716,66.06,160.0,0.08,False,True,昭苏县(夏塔古道),当天活动超过8小时预算
PCOP_ALNS,18,23,visit,夏塔古道,喀拉峻大草原,P010,特克斯县(八卦城),self_drive,08:30,11:52,11:52,17:52,08:00,20:00,3.372,0.0,6.0,9.372,9.372,104.4,280.0,0.103,False,True,特克斯县(八卦城),当天活动超过8小时预算
PCOP_ALNS,19,24,visit,喀拉峻大草原,霍城薰衣草花田,P014,霍城县(惠远古城),self_drive,08:30,11:57,11:57,14:27,08:00,20:00,3.446,0.0,2.5,5.946,5.946,131.38,70.0,0.12,True,True,霍城县(惠远古城),
PCOP_ALNS,20,25,visit,霍城薰衣草花田,果子沟大桥,P017,赛里木湖,self_drive,08:30,09:06,09:06,10:36,00:00,+1 00:00,0.597,0.0,1.5,2.097,2.097,19.1,0.0,0.052,True,True,赛里木湖,
PCOP_ALNS,21,26,visit,果子沟大桥,赛里木湖,P008,赛里木湖,scenic_shuttle -> scenic_shuttle,08:30,08:48,08:48,14:48,08:00,22:00,0.3,0.0,6.0,6.3,6.3,30.0,290.0,0.08,True,True,赛里木湖,
PCOP_ALNS,22,27,long_transfer_to_region,赛里木湖,世界魔鬼城所在区域,P023,阿勒泰市,self_drive,08:30,14:16,,,,,5.763,0.0,0.0,5.763,5.763,304.13,0.0,0.224,True,,阿勒泰市,跨区长距离转移；到达后次日游览目标景区
PCOP_ALNS,23,28,visit,世界魔鬼城所在区域,世界魔鬼城,P023,阿勒泰市,overnight_near_spot,08:30,08:30,10:00,12:30,10:00,18:30,0.0,1.5,2.5,4.0,4.0,0.0,124.0,0.0,True,True,阿勒泰市,
PCOP_ALNS,24,29,visit,世界魔鬼城,五彩滩,P022,禾木村,self_drive,08:30,11:40,11:40,14:10,09:00,21:00,3.174,0.0,2.5,5.674,5.674,132.03,90.0,0.12,True,True,禾木村,
PCOP_ALNS,25,30,visit,五彩滩,禾木村,P019,禾木村,scenic_shuttle -> scenic_shuttle,08:30,08:48,08:48,20:48,00:00,+1 00:00,0.3,0.0,12.0,12.3,12.3,30.0,204.0,0.08,False,True,禾木村,当天活动超过8小时预算
PCOP_ALNS,26,31,visit,禾木村,喀纳斯湖,P018,禾木村,scenic_shuttle -> scenic_shuttle,08:30,08:48,08:48,15:48,08:30,19:30,0.3,0.0,7.0,7.3,7.3,30.0,460.0,0.08,True,True,禾木村,
PCOP_ALNS,27,32,visit,喀纳斯湖,白哈巴村,P020,白哈巴,self_drive,08:30,09:21,09:21,13:51,09:00,18:00,0.858,0.0,4.5,5.358,5.358,17.23,360.0,0.05,True,True,白哈巴,
PCOP_ALNS,28,33,long_transfer_to_region,白哈巴村,可可托海所在区域,P021,可可托海,self_drive -> scenic_shuttle -> scenic_shuttle -> self_drive,08:30,14:54,,,,,6.401,0.0,0.0,6.401,6.401,238.0,0.0,0.286,True,,可可托海,跨区长距离转移；到达后次日游览目标景区
PCOP_ALNS,29,34,visit,可可托海所在区域,可可托海,P021,可可托海,overnight_near_spot,08:30,08:30,09:30,14:30,09:30,18:00,0.0,1.0,5.0,6.0,6.0,0.0,252.0,0.0,True,True,可可托海,
PCOP_ALNS,30,35,long_transfer_to_region,可可托海,和田博物馆所在区域,P037,和田市,self_drive -> transfer -> air -> transfer -> scenic_shuttle,08:30,21:18,,,,,12.801,0.0,0.0,12.801,12.801,2675.11,0.0,0.375,False,,和田市,跨区长距离转移超过8小时，建议改为夜间火车/航班或拆分中停
PCOP_ALNS,31,36,visit,和田博物馆所在区域,和田博物馆,P037,和田市,overnight_near_spot,08:30,08:30,10:00,12:30,10:00,19:00,0.0,1.5,2.5,4.0,4.0,0.0,0.0,0.0,True,True,和田市,
PCOP_ALNS,31,37,visit,和田博物馆,千里葡萄长廊,P039,和田市,self_drive,12:30,12:54,12:54,14:24,00:00,+1 00:00,0.396,0.0,1.5,1.896,5.896,6.93,0.0,0.044,True,True,和田市,
PCOP_ALNS,32,38,long_transfer_to_region,千里葡萄长廊,石头城遗址所在区域,P028,塔什库尔干县(帕米尔高原),self_drive,08:30,18:18,,,,,9.793,0.0,0.0,9.793,9.793,422.05,0.0,0.33,False,,塔什库尔干县(帕米尔高原),跨区长距离转移超过8小时，建议改为夜间火车/航班或拆分中停
PCOP_ALNS,33,39,visit,石头城遗址所在区域,石头城遗址,P028,塔什库尔干县(帕米尔高原),overnight_near_spot,08:30,08:30,09:00,13:30,09:00,19:00,0.0,0.5,4.5,5.0,5.0,0.0,60.0,0.0,True,True,塔什库尔干县(帕米尔高原),
PCOP_ALNS,34,40,visit,石头城遗址,帕米尔高原白沙湖,P027,塔什库尔干县(帕米尔高原),self_drive,08:30,09:58,09:58,14:28,09:30,19:30,1.471,0.0,4.5,5.971,5.971,55.09,80.0,0.073,True,True,塔什库尔干县(帕米尔高原),
PCOP_ALNS,35,41,visit,帕米尔高原白沙湖,奥依塔克冰川,P040,喀什市,self_drive,08:30,10:33,10:33,15:03,10:00,20:00,2.058,0.0,4.5,6.558,6.558,66.09,90.0,0.08,True,True,喀什市,
PCOP_ALNS,36,42,visit,奥依塔克冰川,艾提尕尔清真寺,P025,喀什市,self_drive,08:30,10:36,10:36,12:06,10:00,14:00,2.095,0.0,1.5,3.595,3.595,52.44,60.0,0.072,True,True,喀什市,
PCOP_ALNS,36,43,visit,艾提尕尔清真寺,喀什古城,P024,喀什市,self_drive,12:06,12:15,12:15,15:45,10:00,19:00,0.151,0.0,3.5,3.651,7.246,1.2,0.0,0.041,True,True,喀什市,
PCOP_ALNS,37,44,visit,喀什古城,香妃园,P026,喀什市,self_drive,08:30,08:44,10:00,12:30,10:00,19:00,0.232,1.268,2.5,4.0,4.0,2.08,120.0,0.041,True,True,喀什市,
PCOP_ALNS,38,45,return_to_urumqi,香妃园,乌鲁木齐市,,乌鲁木齐市,return_to_urumqi,08:30,15:33,,,,,7.05,0.0,0.0,7.05,7.05,2575.0,0.0,0.16,True,,乌鲁木齐市,
