query_date,from_city,to_city,from_station,to_station,train_no,train_code,depart_time,arrive_time,duration,duration_hours,can_book,train_date_raw,train_location,from_station_no,to_station_no,seat_types,availability_business,availability_first_class,availability_second_class,availability_soft_sleeper,availability_hard_sleeper,availability_hard_seat,availability_no_seat,price_second_class_yuan,price_first_class_yuan,price_business_class_yuan,price_hard_seat_yuan,price_hard_sleeper_yuan,price_soft_sleeper_yuan,price_no_seat_yuan,min_ticket_price_yuan,source,source_url,query_timestamp
2026-06-20,乌鲁木齐,吐鲁番北,乌鲁木齐南,吐鲁番北,93000T952608,T9526,11:59,13:19,01:20,1.333,Y,20260620,R1,02,03,304010W0,,,,1,有,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:21:58.743525+08:00
2026-06-20,乌鲁木齐,吐鲁番北,乌鲁木齐,吐鲁番北,9300000Z6002,Z60,12:08,13:28,01:20,1.333,Y,20260620,R1,01,02,304010W0,,,,无,4,有,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:21:59.036873+08:00
2026-06-20,乌鲁木齐,吐鲁番北,乌鲁木齐,吐鲁番北,93000D880607,D8806,12:55,13:57,01:02,1.033,Y,20260620,R1,01,03,M0O0W0,,2,有,,,,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:21:59.313964+08:00
2026-06-20,乌鲁木齐,吐鲁番北,乌鲁木齐,吐鲁番北,9300000Z3801,Z38,13:24,15:15,01:51,1.85,Y,20260620,R1,01,02,304010W0,,,,4,有,有,17,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:21:59.596499+08:00
2026-06-20,乌鲁木齐,吐鲁番北,乌鲁木齐,吐鲁番北,93000D88080D,D8808,13:50,14:44,00:54,0.9,Y,20260620,R1,01,02,M0O0W0,,有,有,,,,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:21:59.883233+08:00
2026-06-20,乌鲁木齐,吐鲁番北,乌鲁木齐,吐鲁番北,93000T952009,T9520,13:56,15:23,01:27,1.45,Y,20260620,R1,01,02,104030W0,,,,无,有,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:00.154359+08:00
2026-06-20,乌鲁木齐,吐鲁番北,乌鲁木齐,吐鲁番北,9300000Z7009,Z70,14:20,15:40,01:20,1.333,Y,20260620,R1,01,02,30406010W0,,,,无,无,有,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:00.439688+08:00
2026-06-20,乌鲁木齐,吐鲁番北,乌鲁木齐,吐鲁番北,93000075560S,7556,14:56,16:38,01:42,1.7,Y,20260620,R1,01,02,304010W0,,,,无,有,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:00.719478+08:00
2026-06-20,乌鲁木齐,吐鲁番北,乌鲁木齐,吐鲁番北,93000K97860I,K9786,15:50,18:17,02:27,2.45,Y,20260620,R1,01,02,3010W0,,,,,有,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:01.008684+08:00
2026-06-20,乌鲁木齐,吐鲁番北,乌鲁木齐,吐鲁番北,930000Z37404,Z374,18:28,20:37,02:09,2.15,Y,20260620,R1,01,02,304010W0,,,,无,无,有,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:01.296516+08:00
2026-06-20,乌鲁木齐,吐鲁番北,乌鲁木齐,吐鲁番北,93000D88140B,D8814,18:50,19:51,01:01,1.017,Y,20260620,R1,01,03,M0O0W0,,4,有,,,,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:01.570801+08:00
2026-06-20,乌鲁木齐,吐鲁番北,乌鲁木齐南,吐鲁番北,93000D88140B,D8814,19:04,19:51,00:47,0.783,Y,20260620,R1,02,03,M0O0W0,,4,有,,,,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:01.857778+08:00
2026-06-20,乌鲁木齐,吐鲁番北,乌鲁木齐,吐鲁番北,930000Z35807,Z358,19:28,21:03,01:35,1.583,Y,20260620,R1,01,02,304010W0,,,,无,有,有,8,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:02.139990+08:00
2026-06-20,乌鲁木齐,吐鲁番北,乌鲁木齐,吐鲁番北,9300000Z420C,Z42,19:35,21:13,01:38,1.633,Y,20260620,R1,01,02,30604010W0,,,,无,4,有,5,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:02.425321+08:00
2026-06-20,乌鲁木齐,吐鲁番北,乌鲁木齐,吐鲁番北,930000Z38203,Z382,19:42,21:23,01:41,1.683,Y,20260620,R1,01,02,304010W0,,,,有,有,有,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:02.707627+08:00
2026-06-20,乌鲁木齐,吐鲁番北,乌鲁木齐,吐鲁番北,930000Z1060C,Z106,20:03,21:38,01:35,1.583,Y,20260620,R1,01,02,304010W0,,,,无,9,有,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:02.995553+08:00
2026-06-20,乌鲁木齐,吐鲁番北,乌鲁木齐,吐鲁番北,930000Z3060A,Z306,20:10,21:50,01:40,1.667,Y,20260620,R1,01,02,304010W0,,,,无,2,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:03.284582+08:00
2026-06-20,乌鲁木齐,吐鲁番北,乌鲁木齐,吐鲁番北,93000K97820M,K9782,20:17,21:59,01:42,1.7,Y,20260620,R1,01,02,304010W0,,,,无,有,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:03.579842+08:00
2026-06-20,乌鲁木齐,吐鲁番北,乌鲁木齐,吐鲁番北,930000Z1360F,Z136,20:33,22:06,01:33,1.55,Y,20260620,R1,01,02,304010W0,,,,无,8,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:03.868476+08:00
2026-06-20,乌鲁木齐,吐鲁番北,乌鲁木齐,吐鲁番北,930000Z2940C,Z294,21:07,22:50,01:43,1.717,Y,20260620,R1,01,02,30402010W0,,,,无,5,有,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:04.156594+08:00
2026-06-20,乌鲁木齐,吐鲁番北,乌鲁木齐,吐鲁番北,930000Z1800I,Z180,21:14,23:00,01:46,1.767,Y,20260620,R1,01,02,304010W0,,,,1,无,3,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:04.437824+08:00
2026-06-20,乌鲁木齐,吐鲁番北,乌鲁木齐,吐鲁番北,930000T1980J,T198,21:31,23:22,01:51,1.85,Y,20260620,R1,01,02,304010W0,,,,7,有,有,有,,,,24.5,70.5,108.5,24.5,24.5,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:04.762583+08:00
2026-06-20,乌鲁木齐,吐鲁番北,乌鲁木齐南,吐鲁番北,930000Z36206,Z362,22:34,23:54,01:20,1.333,Y,20260620,R1,01,02,304010W0,,,,无,有,有,3,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:04.992151+08:00
2026-06-20,乌鲁木齐,吐鲁番北,乌鲁木齐,吐鲁番北,930000Z59606,Z596,23:00,00:27,01:27,1.45,Y,20260620,R1,01,02,30401060W0,,,,无,6,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:05.291331+08:00
2026-06-20,乌鲁木齐,库尔勒,乌鲁木齐,库尔勒,930000C80204,C802,09:00,13:00,04:00,4.0,Y,20260620,R1,01,05,O0M0W0,,无,有,,,,有,108.0,,,,,,108.0,108.0,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:06.165411+08:00
2026-06-20,乌鲁木齐,库尔勒,乌鲁木齐南,库尔勒,93000C435202,C4352,09:15,13:40,04:25,4.417,Y,20260620,R1,01,05,M0O0W0,,有,有,,,,有,,187.0,,,,,187.0,187.0,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:06.403864+08:00
2026-06-20,乌鲁木齐,库尔勒,乌鲁木齐,库尔勒,93000K97180G,K9718,10:52,18:02,07:10,7.167,Y,20260620,R1,01,04,304010W0,,,,无,有,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:06.633609+08:00
2026-06-20,乌鲁木齐,库尔勒,乌鲁木齐,库尔勒,93000T952608,T9526,11:42,17:38,05:56,5.933,Y,20260620,R1,01,05,304010W0,,,,1,有,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:06.930734+08:00
2026-06-20,乌鲁木齐,库尔勒,乌鲁木齐南,库尔勒,93000T952608,T9526,11:59,17:38,05:39,5.65,Y,20260620,R1,02,05,304010W0,,,,1,有,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:07.208591+08:00
2026-06-20,乌鲁木齐,库尔勒,乌鲁木齐,库尔勒,930000C8060C,C806,12:14,16:13,03:59,3.983,Y,20260620,R1,01,05,O0M090D0W0,无,有,有,,,,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:07.477419+08:00
2026-06-20,乌鲁木齐,库尔勒,乌鲁木齐,库尔勒,93000K97720I,K9772,12:21,18:22,06:01,6.017,Y,20260620,R1,01,04,104030W0,,,,8,有,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:07.767528+08:00
2026-06-20,乌鲁木齐,库尔勒,乌鲁木齐,库尔勒,930000C81004,C810,13:18,17:02,03:44,3.733,Y,20260620,R1,01,02,O0M0W0,,有,有,,,,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:08.044221+08:00
2026-06-20,乌鲁木齐,库尔勒,乌鲁木齐,库尔勒,93000T952009,T9520,13:56,19:33,05:37,5.617,Y,20260620,R1,01,06,104030W0,,,,无,有,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:08.325554+08:00
2026-06-20,乌鲁木齐,库尔勒,乌鲁木齐,库尔勒,930000C8140L,C814,14:30,18:38,04:08,4.133,Y,20260620,R1,01,05,O0M0W0,,有,有,,,,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:08.605671+08:00
2026-06-20,乌鲁木齐,库尔勒,乌鲁木齐,库尔勒,93000075560S,7556,14:56,23:15,08:19,8.317,Y,20260620,R1,01,07,304010W0,,,,无,有,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:08.896161+08:00
2026-06-20,乌鲁木齐,库尔勒,乌鲁木齐,库尔勒,93000K97860I,K9786,15:50,23:02,07:12,7.2,Y,20260620,R1,01,05,3010W0,,,,,有,有,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:09.212490+08:00
2026-06-20,乌鲁木齐,库尔勒,乌鲁木齐南,库尔勒,930000C87206,C872,17:20,20:47,03:27,3.45,Y,20260620,R1,01,02,O090M0W0,4,16,有,,,,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:09.501805+08:00
2026-06-20,乌鲁木齐,库尔勒,乌鲁木齐,库尔勒,930000C81804,C818,18:17,22:30,04:13,4.217,Y,20260620,R1,01,07,O0M0W0,,有,有,,,,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:09.792683+08:00
2026-06-20,乌鲁木齐,库尔勒,乌鲁木齐南,库尔勒,930000C81804,C818,18:30,22:30,04:00,4.0,Y,20260620,R1,02,07,O0M0W0,,有,有,,,,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:10.084145+08:00
2026-06-20,乌鲁木齐,库尔勒,乌鲁木齐,库尔勒,93000K675604,K6756,18:50,01:04,06:14,6.233,Y,20260620,R1,01,03,3010W0,,,,,有,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:10.360171+08:00
2026-06-20,乌鲁木齐,库尔勒,乌鲁木齐,库尔勒,93000K97760C,K9776,19:49,01:40,05:51,5.85,Y,20260620,R1,01,03,304010W0,,,,无,有,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:10.648687+08:00
2026-06-20,乌鲁木齐,库尔勒,乌鲁木齐,库尔勒,93000K97820M,K9782,20:17,02:17,06:00,6.0,Y,20260620,R1,01,04,304010W0,,,,无,有,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:10.923894+08:00
2026-06-20,乌鲁木齐,库尔勒,乌鲁木齐南,库尔勒,93000K976808,K9768,20:50,04:10,07:20,7.333,Y,20260620,R1,01,04,104030W0,,,,无,有,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:11.221323+08:00
2026-06-20,乌鲁木齐,库尔勒,乌鲁木齐,库尔勒,930000581604,5816,21:21,03:23,06:02,6.033,Y,20260620,R1,01,03,304010W0,,,,6,有,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:11.501368+08:00
2026-06-20,乌鲁木齐,库尔勒,乌鲁木齐南,库尔勒,930000581604,5816,21:37,03:23,05:46,5.767,Y,20260620,R1,02,03,304010W0,,,,6,有,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:11.789994+08:00
2026-06-20,乌鲁木齐,库尔勒,乌鲁木齐,库尔勒,93000T951620,T9516,22:13,02:45,04:32,4.533,Y,20260620,R1,01,02,304060,,,,4,有,,,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:12.077878+08:00
2026-06-20,乌鲁木齐,库尔勒,乌鲁木齐,库尔勒,93000K6726QC,K6726,22:39,05:03,06:24,6.4,Y,20260620,R1,01,05,3010W0,,,,,有,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:12.356163+08:00
2026-06-20,乌鲁木齐,伊宁,乌鲁木齐,伊宁,930000C84105,C841,08:30,13:50,05:20,5.333,Y,20260620,R1,01,06,O0M0W0,,有,有,,,,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:13.251621+08:00
2026-06-20,乌鲁木齐,伊宁,乌鲁木齐,伊宁,930000C8430I,C843,09:15,14:45,05:30,5.5,Y,20260620,R1,01,07,O0M090D0W0,无,有,有,,,,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:13.533925+08:00
2026-06-20,乌鲁木齐,伊宁,乌鲁木齐,伊宁,93000C434702,C4347,09:39,16:40,07:01,7.017,Y,20260620,R1,01,04,O0M0W0,,有,有,,,,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:13.811320+08:00
2026-06-20,乌鲁木齐,伊宁,乌鲁木齐,伊宁,930000C8450H,C845,10:05,15:04,04:59,4.983,Y,20260620,R1,01,06,O0M0W0,,14,有,,,,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:14.093143+08:00
2026-06-20,乌鲁木齐,伊宁,乌鲁木齐,伊宁,93000C419515,C4195,14:30,20:15,05:45,5.75,Y,20260620,R1,01,05,90M0O0W0,6,有,有,,,,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:14.380301+08:00
2026-06-20,乌鲁木齐,伊宁,乌鲁木齐南,伊宁,930000C84905,C849,17:05,23:02,05:57,5.95,Y,20260620,R1,01,07,O090M0W0,无,有,有,,,,有,133.0,,,,,,133.0,133.0,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:14.687581+08:00
2026-06-20,乌鲁木齐,伊宁,乌鲁木齐,伊宁,930000C84704,C847,17:10,22:09,04:59,4.983,Y,20260620,R1,01,02,O090M0W0,无,有,有,,,,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:14.920379+08:00
2026-06-20,乌鲁木齐,伊宁,乌鲁木齐,伊宁,930000C84905,C849,17:33,23:02,05:29,5.483,Y,20260620,R1,02,07,O090M0W0,无,有,有,,,,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:15.200428+08:00
2026-06-20,乌鲁木齐,伊宁,乌鲁木齐,伊宁,93000K67010Z,K6701,19:15,06:00,10:45,10.75,Y,20260620,R1,01,05,3010W0,,,,,有,有,有,,,,81.0,144.0,,81.0,81.0,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:15.512968+08:00
2026-06-20,乌鲁木齐,伊宁,乌鲁木齐南,伊宁,93000K97890I,K9789,21:20,07:21,10:01,10.017,Y,20260620,R1,01,08,104030W0,,,,无,有,有,有,,,,86.0,152.0,233.0,86.0,86.0,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:15.777946+08:00
2026-06-20,乌鲁木齐,伊宁,乌鲁木齐,伊宁,93000K97890I,K9789,21:54,07:21,09:27,9.45,Y,20260620,R1,02,08,104030W0,,,,2,有,有,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:16.009216+08:00
2026-06-20,乌鲁木齐,伊宁,乌鲁木齐,伊宁,93000Z651105,Z6511,23:04,06:51,07:47,7.783,Y,20260620,R1,01,05,304010W0,,,,17,有,有,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:16.285607+08:00
2026-06-20,乌鲁木齐,喀什,乌鲁木齐,喀什,93000K97180G,K9718,10:52,05:32,18:40,18.667,Y,20260620,R1,01,11,304010W0,,,,12,有,有,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:17.130891+08:00
2026-06-20,乌鲁木齐,喀什,乌鲁木齐,喀什,93000T952608,T9526,11:42,04:42,17:00,17.0,Y,20260620,R1,01,09,304010W0,,,,12,有,有,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:17.423181+08:00
2026-06-20,乌鲁木齐,喀什,乌鲁木齐南,喀什,93000T952608,T9526,11:59,04:42,16:43,16.717,Y,20260620,R1,02,09,304010W0,,,,12,有,有,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:17.697639+08:00
2026-06-20,乌鲁木齐,喀什,乌鲁木齐,喀什,93000K97720I,K9772,12:21,07:22,19:01,19.017,Y,20260620,R1,01,12,104030W0,,,,13,有,有,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:17.986416+08:00
2026-06-20,乌鲁木齐,喀什,乌鲁木齐,喀什,93000T952009,T9520,13:56,06:18,16:22,16.367,Y,20260620,R1,01,12,104030W0,,,,16,有,有,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:18.272832+08:00
2026-06-20,乌鲁木齐,喀什,乌鲁木齐,喀什,93000075560S,7556,14:56,16:52,25:56,25.933,Y,20260620,R1,01,14,304010W0,,,,14,有,有,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:18.566288+08:00
2026-06-20,乌鲁木齐,喀什,乌鲁木齐,喀什,93000K97860I,K9786,15:50,21:19,29:29,29.483,Y,20260620,R1,01,25,3010W0,,,,,有,有,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:18.912421+08:00
2026-06-20,乌鲁木齐,喀什,乌鲁木齐,喀什,93000K675604,K6756,18:50,14:07,19:17,19.283,Y,20260620,R1,01,06,3010W0,,,,,有,有,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:19.185391+08:00
2026-06-20,乌鲁木齐,喀什,乌鲁木齐,喀什,93000Z651604,Z6516,20:40,08:10,11:30,11.5,Y,20260620,R1,01,02,306040,,,,有,有,,,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:19.465597+08:00
2026-06-20,乌鲁木齐,喀什,乌鲁木齐南,喀什,93000K976808,K9768,20:50,14:54,18:04,18.067,Y,20260620,R1,01,10,104030W0,,,,有,有,有,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:19.753341+08:00
