from_spot_id,from_spot_name,to_spot_id,to_spot_name,from_hub,to_hub,shortest_time_hours,shortest_distance_km,path_hubs
P003,火焰山,P010,喀拉峻大草原,吐鲁番市,特克斯县(八卦城),11.5,985.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 特克斯县(八卦城)
P003,火焰山,P011,高昌故城,吐鲁番市,吐鲁番市,0.0,0.0,吐鲁番市
P003,火焰山,P012,苏公塔,吐鲁番市,吐鲁番市,0.0,0.0,吐鲁番市
P003,火焰山,P013,吐峪沟麻扎村,吐鲁番市,吐鲁番市,0.0,0.0,吐鲁番市
P003,火焰山,P014,霍城薰衣草花田,吐鲁番市,霍城县(惠远古城),10.5,915.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 霍城县(惠远古城)
P003,火焰山,P015,昭苏草原,吐鲁番市,昭苏县(夏塔古道),13.0,1050.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 昭苏县(夏塔古道)
P003,火焰山,P016,夏塔古道,吐鲁番市,昭苏县(夏塔古道),13.0,1050.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 昭苏县(夏塔古道)
P003,火焰山,P017,果子沟大桥,吐鲁番市,赛里木湖,11.5,1020.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 赛里木湖
P003,火焰山,P018,喀纳斯湖,吐鲁番市,禾木村,10.0,800.0,吐鲁番市 -> 乌鲁木齐市 -> 禾木村
P003,火焰山,P019,禾木村,吐鲁番市,禾木村,10.0,800.0,吐鲁番市 -> 乌鲁木齐市 -> 禾木村
P003,火焰山,P020,白哈巴村,吐鲁番市,白哈巴,11.0,860.0,吐鲁番市 -> 乌鲁木齐市 -> 白哈巴
P003,火焰山,P021,可可托海,吐鲁番市,可可托海,9.0,710.0,吐鲁番市 -> 乌鲁木齐市 -> 可可托海
P003,火焰山,P022,五彩滩,吐鲁番市,禾木村,10.0,800.0,吐鲁番市 -> 乌鲁木齐市 -> 禾木村
P003,火焰山,P023,世界魔鬼城,吐鲁番市,阿勒泰市,8.5,680.0,吐鲁番市 -> 乌鲁木齐市 -> 阿勒泰市
P003,火焰山,P024,喀什古城,吐鲁番市,喀什市,20.5,1645.0,吐鲁番市 -> 乌鲁木齐市 -> 喀什市
P003,火焰山,P025,艾提尕尔清真寺,吐鲁番市,喀什市,20.5,1645.0,吐鲁番市 -> 乌鲁木齐市 -> 喀什市
P003,火焰山,P026,香妃园,吐鲁番市,喀什市,20.5,1645.0,吐鲁番市 -> 乌鲁木齐市 -> 喀什市
P003,火焰山,P027,帕米尔高原白沙湖,吐鲁番市,塔什库尔干县(帕米尔高原),25.0,1935.0,吐鲁番市 -> 乌鲁木齐市 -> 喀什市 -> 塔什库尔干县(帕米尔高原)
P003,火焰山,P028,石头城遗址,吐鲁番市,塔什库尔干县(帕米尔高原),25.0,1935.0,吐鲁番市 -> 乌鲁木齐市 -> 喀什市 -> 塔什库尔干县(帕米尔高原)
P003,火焰山,P029,天山神秘大峡谷,吐鲁番市,库车市,19.0,1540.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市
P003,火焰山,P030,库车王府,吐鲁番市,库车市,19.0,1540.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市
P003,火焰山,P031,克孜尔石窟,吐鲁番市,库车市,19.0,1540.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市
P003,火焰山,P032,博斯腾湖,吐鲁番市,库尔勒市,4.5,370.0,吐鲁番市 -> 库尔勒市
P003,火焰山,P033,巴音布鲁克草原,吐鲁番市,巴音布鲁克,15.0,1280.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克
P003,火焰山,P034,罗布人村寨,吐鲁番市,库尔勒市,4.5,370.0,吐鲁番市 -> 库尔勒市
P003,火焰山,P035,江布拉克草原,吐鲁番市,乌鲁木齐市,2.5,180.0,吐鲁番市 -> 乌鲁木齐市
P003,火焰山,P036,北庭故城遗址,吐鲁番市,乌鲁木齐市,2.5,180.0,吐鲁番市 -> 乌鲁木齐市
P003,火焰山,P037,和田博物馆,吐鲁番市,和田市,20.5,1660.0,吐鲁番市 -> 库尔勒市 -> 若羌县(楼兰) -> 和田市
P003,火焰山,P038,尼雅遗址,吐鲁番市,民丰县(尼雅遗址),22.0,1770.0,吐鲁番市 -> 库尔勒市 -> 若羌县(楼兰) -> 和田市 -> 民丰县(尼雅遗址)
P003,火焰山,P039,千里葡萄长廊,吐鲁番市,和田市,20.5,1660.0,吐鲁番市 -> 库尔勒市 -> 若羌县(楼兰) -> 和田市
P003,火焰山,P040,奥依塔克冰川,吐鲁番市,喀什市,20.5,1645.0,吐鲁番市 -> 乌鲁木齐市 -> 喀什市
P004,葡萄沟,P001,天山天池,吐鲁番市,天池风景区,4.0,275.0,吐鲁番市 -> 乌鲁木齐市 -> 天池风景区
P004,葡萄沟,P002,达坂城古镇,吐鲁番市,达坂城镇,1.8,120.0,吐鲁番市 -> 达坂城镇
P004,葡萄沟,P003,火焰山,吐鲁番市,吐鲁番市,0.0,0.0,吐鲁番市
P004,葡萄沟,P004,葡萄沟,吐鲁番市,吐鲁番市,0.0,0.0,吐鲁番市
P004,葡萄沟,P005,坎儿井民俗园,吐鲁番市,吐鲁番市,0.0,0.0,吐鲁番市
P004,葡萄沟,P006,交河故城,吐鲁番市,吐鲁番市,0.0,0.0,吐鲁番市
P004,葡萄沟,P007,楼兰古城,吐鲁番市,若羌县(楼兰),10.5,840.0,吐鲁番市 -> 库尔勒市 -> 若羌县(楼兰)
P004,葡萄沟,P008,赛里木湖,吐鲁番市,赛里木湖,11.5,1020.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 赛里木湖
P004,葡萄沟,P009,那拉提草原,吐鲁番市,那拉提镇,12.5,1120.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇
P004,葡萄沟,P010,喀拉峻大草原,吐鲁番市,特克斯县(八卦城),11.5,985.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 特克斯县(八卦城)
P004,葡萄沟,P011,高昌故城,吐鲁番市,吐鲁番市,0.0,0.0,吐鲁番市
P004,葡萄沟,P012,苏公塔,吐鲁番市,吐鲁番市,0.0,0.0,吐鲁番市
P004,葡萄沟,P013,吐峪沟麻扎村,吐鲁番市,吐鲁番市,0.0,0.0,吐鲁番市
P004,葡萄沟,P014,霍城薰衣草花田,吐鲁番市,霍城县(惠远古城),10.5,915.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 霍城县(惠远古城)
P004,葡萄沟,P015,昭苏草原,吐鲁番市,昭苏县(夏塔古道),13.0,1050.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 昭苏县(夏塔古道)
P004,葡萄沟,P016,夏塔古道,吐鲁番市,昭苏县(夏塔古道),13.0,1050.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 昭苏县(夏塔古道)
P004,葡萄沟,P017,果子沟大桥,吐鲁番市,赛里木湖,11.5,1020.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 赛里木湖
P004,葡萄沟,P018,喀纳斯湖,吐鲁番市,禾木村,10.0,800.0,吐鲁番市 -> 乌鲁木齐市 -> 禾木村
P004,葡萄沟,P019,禾木村,吐鲁番市,禾木村,10.0,800.0,吐鲁番市 -> 乌鲁木齐市 -> 禾木村
P004,葡萄沟,P020,白哈巴村,吐鲁番市,白哈巴,11.0,860.0,吐鲁番市 -> 乌鲁木齐市 -> 白哈巴
P004,葡萄沟,P021,可可托海,吐鲁番市,可可托海,9.0,710.0,吐鲁番市 -> 乌鲁木齐市 -> 可可托海
P004,葡萄沟,P022,五彩滩,吐鲁番市,禾木村,10.0,800.0,吐鲁番市 -> 乌鲁木齐市 -> 禾木村
P004,葡萄沟,P023,世界魔鬼城,吐鲁番市,阿勒泰市,8.5,680.0,吐鲁番市 -> 乌鲁木齐市 -> 阿勒泰市
P004,葡萄沟,P024,喀什古城,吐鲁番市,喀什市,20.5,1645.0,吐鲁番市 -> 乌鲁木齐市 -> 喀什市
P004,葡萄沟,P025,艾提尕尔清真寺,吐鲁番市,喀什市,20.5,1645.0,吐鲁番市 -> 乌鲁木齐市 -> 喀什市
P004,葡萄沟,P026,香妃园,吐鲁番市,喀什市,20.5,1645.0,吐鲁番市 -> 乌鲁木齐市 -> 喀什市
P004,葡萄沟,P027,帕米尔高原白沙湖,吐鲁番市,塔什库尔干县(帕米尔高原),25.0,1935.0,吐鲁番市 -> 乌鲁木齐市 -> 喀什市 -> 塔什库尔干县(帕米尔高原)
P004,葡萄沟,P028,石头城遗址,吐鲁番市,塔什库尔干县(帕米尔高原),25.0,1935.0,吐鲁番市 -> 乌鲁木齐市 -> 喀什市 -> 塔什库尔干县(帕米尔高原)
P004,葡萄沟,P029,天山神秘大峡谷,吐鲁番市,库车市,19.0,1540.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市
P004,葡萄沟,P030,库车王府,吐鲁番市,库车市,19.0,1540.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市
P004,葡萄沟,P031,克孜尔石窟,吐鲁番市,库车市,19.0,1540.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市
P004,葡萄沟,P032,博斯腾湖,吐鲁番市,库尔勒市,4.5,370.0,吐鲁番市 -> 库尔勒市
P004,葡萄沟,P033,巴音布鲁克草原,吐鲁番市,巴音布鲁克,15.0,1280.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克
P004,葡萄沟,P034,罗布人村寨,吐鲁番市,库尔勒市,4.5,370.0,吐鲁番市 -> 库尔勒市
P004,葡萄沟,P035,江布拉克草原,吐鲁番市,乌鲁木齐市,2.5,180.0,吐鲁番市 -> 乌鲁木齐市
P004,葡萄沟,P036,北庭故城遗址,吐鲁番市,乌鲁木齐市,2.5,180.0,吐鲁番市 -> 乌鲁木齐市
P004,葡萄沟,P037,和田博物馆,吐鲁番市,和田市,20.5,1660.0,吐鲁番市 -> 库尔勒市 -> 若羌县(楼兰) -> 和田市
P004,葡萄沟,P038,尼雅遗址,吐鲁番市,民丰县(尼雅遗址),22.0,1770.0,吐鲁番市 -> 库尔勒市 -> 若羌县(楼兰) -> 和田市 -> 民丰县(尼雅遗址)
P004,葡萄沟,P039,千里葡萄长廊,吐鲁番市,和田市,20.5,1660.0,吐鲁番市 -> 库尔勒市 -> 若羌县(楼兰) -> 和田市
P004,葡萄沟,P040,奥依塔克冰川,吐鲁番市,喀什市,20.5,1645.0,吐鲁番市 -> 乌鲁木齐市 -> 喀什市
P005,坎儿井民俗园,P001,天山天池,吐鲁番市,天池风景区,4.0,275.0,吐鲁番市 -> 乌鲁木齐市 -> 天池风景区
P005,坎儿井民俗园,P002,达坂城古镇,吐鲁番市,达坂城镇,1.8,120.0,吐鲁番市 -> 达坂城镇
P005,坎儿井民俗园,P003,火焰山,吐鲁番市,吐鲁番市,0.0,0.0,吐鲁番市
P005,坎儿井民俗园,P004,葡萄沟,吐鲁番市,吐鲁番市,0.0,0.0,吐鲁番市
P005,坎儿井民俗园,P005,坎儿井民俗园,吐鲁番市,吐鲁番市,0.0,0.0,吐鲁番市
P005,坎儿井民俗园,P006,交河故城,吐鲁番市,吐鲁番市,0.0,0.0,吐鲁番市
P005,坎儿井民俗园,P007,楼兰古城,吐鲁番市,若羌县(楼兰),10.5,840.0,吐鲁番市 -> 库尔勒市 -> 若羌县(楼兰)
P005,坎儿井民俗园,P008,赛里木湖,吐鲁番市,赛里木湖,11.5,1020.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 赛里木湖
P005,坎儿井民俗园,P009,那拉提草原,吐鲁番市,那拉提镇,12.5,1120.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇
P005,坎儿井民俗园,P010,喀拉峻大草原,吐鲁番市,特克斯县(八卦城),11.5,985.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 特克斯县(八卦城)
P005,坎儿井民俗园,P011,高昌故城,吐鲁番市,吐鲁番市,0.0,0.0,吐鲁番市
P005,坎儿井民俗园,P012,苏公塔,吐鲁番市,吐鲁番市,0.0,0.0,吐鲁番市
P005,坎儿井民俗园,P013,吐峪沟麻扎村,吐鲁番市,吐鲁番市,0.0,0.0,吐鲁番市
P005,坎儿井民俗园,P014,霍城薰衣草花田,吐鲁番市,霍城县(惠远古城),10.5,915.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 霍城县(惠远古城)
P005,坎儿井民俗园,P015,昭苏草原,吐鲁番市,昭苏县(夏塔古道),13.0,1050.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 昭苏县(夏塔古道)
P005,坎儿井民俗园,P016,夏塔古道,吐鲁番市,昭苏县(夏塔古道),13.0,1050.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 昭苏县(夏塔古道)
P005,坎儿井民俗园,P017,果子沟大桥,吐鲁番市,赛里木湖,11.5,1020.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 赛里木湖
