route_id,target_coverage_q,generation_method,spots_count,spot_id_sequence,route_sequence,label_sequence,transport_mode_sequence,mode_mix,mode_hours_mix,public_transport_hours_share,region_count,region_list,theme_count,theme_list,preference_satisfaction_rate,loulan_substitute_spots,topic_preference_spots,cultural_spots,natural_spots,remote_or_high_altitude_spots,reservation_spots,capacity_simulated_spots,transport_cost_yuan_for_two,ticket_cost_yuan_for_two,rough_hotel_cost_yuan,total_cost_yuan_excluding_meals,total_travel_hours,total_service_hours,total_fatigue_score,total_risk_score,long_transfer_edges,estimated_active_days,estimated_buffer_days,coverage_value_v3,risk_proxy_score,cvar_proxy_loss,fast_master_score,hard_constraints_pass,model_note,active_or_transfer_days,planned_trip_days,buffer_days,red_days,yellow_days,green_days,long_transfer_days,late_hotel_days,max_day_active_hours,mean_day_active_hours,mean_comfort_score,p10_comfort_score,time_window_violations,late_after_hard_end_violations,schedule_soft_feasible,schedule_strict_feasible,schedule_feasible,scheduler_note
Q1V3_Q24_120,24,culture,24,P001 -> P035 -> P036 -> P034 -> P037 -> P039 -> P025 -> P026 -> P030 -> P031 -> P009 -> P015 -> P014 -> P017 -> P020 -> P022 -> P002 -> P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 罗布人村寨 -> 和田博物馆 -> 千里葡萄长廊 -> 艾提尕尔清真寺 -> 香妃园 -> 库车王府 -> 克孜尔石窟 -> 那拉提草原 -> 昭苏草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 白哈巴村 -> 五彩滩 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村,L_P001_P035_01 | L_P035_P036_01 | L_P036_P034_01 | L_P034_P037_01 | L_P037_P039_01 | L_P039_P025_01 | L_P025_P026_01 | L_P026_P030_01 | L_P030_P031_01 | L_P031_P009_01 | L_P009_P015_01 | L_P015_P014_01 | L_P014_P017_01 | L_P017_P020_01 | L_P020_P022_01 | L_P022_P002_01 | L_P002_P006_01 | L_P006_P005_01 | L_P005_P012_01 | L_P012_P004_01 | L_P004_P003_01 | L_P003_P011_01 | L_P011_P013_01,rental_car | taxi_transfer | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | charter_car | taxi_transfer | rental_car | taxi_transfer | charter_car | taxi_transfer | charter_car | charter_car | rental_car | taxi_transfer | charter_car | rental_car | charter_car | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer,charter_car:6;rail:1;rental_car:4;scenic_shuttle:2;taxi_transfer:14,charter_car:50.72;rail:1.24;rental_car:15.81;scenic_shuttle:2.48;taxi_transfer:10.09,0.0147,6,东疆、乌鲁木齐周边、伊犁、北疆、南疆、巴州-南疆北线,6,丝路遗址、城市博物馆、宗教文化、民族民俗、自然山水、西域古城,1.0,9,13,13,10,0,11,21,3416.85,2442.0,4060.8,9919.65,84.442,61.75,88.217,2.966,7,19,11,1219.853,281.38,18289.7,789.6526,True,coverage-grid重新搜索；交通标签在候选路线评价中直接选择；CVaR为主搜索快速代理，精评见仿真表,25,30,5,2,7,21,7,0,11.752,6.248,87.522,78.016,0,0,True,True,True,启发式小时级排程：开放时间、午休、高温避让、长转场恢复、晚到酒店均显式记录
Q1V3_Q24_119,24,culture,24,P001 -> P034 -> P037 -> P039 -> P025 -> P026 -> P030 -> P031 -> P009 -> P015 -> P014 -> P017 -> P002 -> P006 -> P005 -> P012 -> P004 -> P003 -> P013 -> P011 -> P036 -> P035 -> P022 -> P020,天山天池 -> 罗布人村寨 -> 和田博物馆 -> 千里葡萄长廊 -> 艾提尕尔清真寺 -> 香妃园 -> 库车王府 -> 克孜尔石窟 -> 那拉提草原 -> 昭苏草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 吐峪沟麻扎村 -> 高昌故城 -> 北庭故城遗址 -> 江布拉克草原 -> 五彩滩 -> 白哈巴村,L_P001_P034_02 | L_P034_P037_01 | L_P037_P039_01 | L_P039_P025_01 | L_P025_P026_01 | L_P026_P030_01 | L_P030_P031_01 | L_P031_P009_01 | L_P009_P015_01 | L_P015_P014_01 | L_P014_P017_01 | L_P017_P002_01 | L_P002_P006_01 | L_P006_P005_01 | L_P005_P012_01 | L_P012_P004_01 | L_P004_P003_01 | L_P003_P013_01 | L_P013_P011_01 | L_P011_P036_01 | L_P036_P035_01 | L_P035_P022_01 | L_P022_P020_01,taxi_transfer>rail>taxi_transfer>scenic_shuttle | charter_car | taxi_transfer | rental_car | taxi_transfer | charter_car | taxi_transfer | charter_car | charter_car | rental_car | taxi_transfer | charter_car | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | taxi_transfer | charter_car | rental_car,charter_car:6;rail:2;rental_car:3;scenic_shuttle:3;taxi_transfer:16,charter_car:47.5;rail:2.44;rental_car:14.03;scenic_shuttle:3.15;taxi_transfer:12.42,0.0278,6,东疆、乌鲁木齐周边、伊犁、北疆、南疆、巴州-南疆北线,6,丝路遗址、城市博物馆、宗教文化、民族民俗、自然山水、西域古城,1.0,9,13,13,10,0,11,21,3572.1,2442.0,4286.4,10300.5,87.863,61.75,87.981,3.241,7,20,10,1219.853,303.38,19719.7,760.9076,True,coverage-grid重新搜索；交通标签在候选路线评价中直接选择；CVaR为主搜索快速代理，精评见仿真表,25,30,5,2,9,19,8,0,11.752,6.345,86.854,76.364,0,0,True,True,True,启发式小时级排程：开放时间、午休、高温避让、长转场恢复、晚到酒店均显式记录
Q1V3_Q24_141,24,culture,24,P001 -> P036 -> P032 -> P034 -> P037 -> P024 -> P026 -> P031 -> P030 -> P029 -> P009 -> P015 -> P016 -> P014 -> P017 -> P023 -> P018 -> P002 -> P006 -> P005 -> P012 -> P004 -> P003 -> P013,天山天池 -> 北庭故城遗址 -> 博斯腾湖 -> 罗布人村寨 -> 和田博物馆 -> 喀什古城 -> 香妃园 -> 克孜尔石窟 -> 库车王府 -> 天山神秘大峡谷 -> 那拉提草原 -> 昭苏草原 -> 夏塔古道 -> 霍城薰衣草花田 -> 果子沟大桥 -> 世界魔鬼城 -> 喀纳斯湖 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 吐峪沟麻扎村,L_P001_P036_01 | L_P036_P032_01 | L_P032_P034_01 | L_P034_P037_01 | L_P037_P024_01 | L_P024_P026_01 | L_P026_P031_01 | L_P031_P030_01 | L_P030_P029_01 | L_P029_P009_01 | L_P009_P015_01 | L_P015_P016_01 | L_P016_P014_01 | L_P014_P017_01 | L_P017_P023_01 | L_P023_P018_01 | L_P018_P002_01 | L_P002_P006_01 | L_P006_P005_01 | L_P005_P012_01 | L_P012_P004_01 | L_P004_P003_01 | L_P003_P013_01,taxi_transfer | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | rental_car | charter_car | rental_car | taxi_transfer | charter_car | taxi_transfer | taxi_transfer | rental_car | charter_car | rental_car | rental_car | taxi_transfer | rental_car | rental_car | charter_car | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer,charter_car:4;rail:1;rental_car:7;scenic_shuttle:2;taxi_transfer:13,charter_car:36.14;rail:1.1;rental_car:34.35;scenic_shuttle:2.2;taxi_transfer:10.16,0.0125,6,东疆、乌鲁木齐周边、伊犁、北疆、南疆、巴州-南疆北线,6,丝路遗址、城市博物馆、宗教文化、民族民俗、自然山水、西域古城,1.0,8,13,12,11,0,11,21,3531.32,2620.0,4512.0,10663.32,88.054,71.75,94.396,3.083,4,21,9,1187.119,284.74,18508.1,746.6278,True,coverage-grid重新搜索；交通标签在候选路线评价中直接选择；CVaR为主搜索快速代理，精评见仿真表,25,30,5,5,8,17,4,1,11.752,6.784,83.952,61.214,3,0,False,False,False,启发式小时级排程：开放时间、午休、高温避让、长转场恢复、晚到酒店均显式记录
Q1V3_Q24_140,24,culture,24,P001 -> P032 -> P034 -> P037 -> P024 -> P026 -> P031 -> P030 -> P029 -> P009 -> P015 -> P016 -> P014 -> P017 -> P002 -> P006 -> P005 -> P012 -> P004 -> P003 -> P013 -> P036 -> P023 -> P018,天山天池 -> 博斯腾湖 -> 罗布人村寨 -> 和田博物馆 -> 喀什古城 -> 香妃园 -> 克孜尔石窟 -> 库车王府 -> 天山神秘大峡谷 -> 那拉提草原 -> 昭苏草原 -> 夏塔古道 -> 霍城薰衣草花田 -> 果子沟大桥 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 吐峪沟麻扎村 -> 北庭故城遗址 -> 世界魔鬼城 -> 喀纳斯湖,L_P001_P032_01 | L_P032_P034_01 | L_P034_P037_01 | L_P037_P024_01 | L_P024_P026_01 | L_P026_P031_01 | L_P031_P030_01 | L_P030_P029_01 | L_P029_P009_01 | L_P009_P015_01 | L_P015_P016_01 | L_P016_P014_01 | L_P014_P017_01 | L_P017_P002_01 | L_P002_P006_01 | L_P006_P005_01 | L_P005_P012_01 | L_P012_P004_01 | L_P004_P003_01 | L_P003_P013_01 | L_P013_P036_01 | L_P036_P023_01 | L_P023_P018_01,taxi_transfer>rail>taxi_transfer>scenic_shuttle | rental_car | charter_car | rental_car | taxi_transfer | charter_car | taxi_transfer | taxi_transfer | rental_car | charter_car | rental_car | rental_car | taxi_transfer | charter_car | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | rental_car | rental_car,charter_car:4;rail:2;rental_car:7;scenic_shuttle:3;taxi_transfer:14,charter_car:33.37;rail:2.27;rental_car:34.27;scenic_shuttle:2.97;taxi_transfer:11.18,0.0248,6,东疆、乌鲁木齐周边、伊犁、北疆、南疆、巴州-南疆北线,6,丝路遗址、城市博物馆、宗教文化、民族民俗、自然山水、西域古城,1.0,8,13,12,11,0,11,21,3740.79,2620.0,4512.0,10872.79,91.258,71.75,95.156,3.301,5,21,9,1187.119,304.18,19771.7,721.4307,True,coverage-grid重新搜索；交通标签在候选路线评价中直接选择；CVaR为主搜索快速代理，精评见仿真表,26,30,4,3,12,15,6,0,11.752,6.683,85.645,72.26,3,0,False,False,False,启发式小时级排程：开放时间、午休、高温避让、长转场恢复、晚到酒店均显式记录
Q1V3_Q24_124,24,south,24,P001 -> P036 -> P034 -> P037 -> P025 -> P024 -> P026 -> P030 -> P031 -> P009 -> P015 -> P016 -> P010 -> P014 -> P017 -> P008 -> P002 -> P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013,天山天池 -> 北庭故城遗址 -> 罗布人村寨 -> 和田博物馆 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 库车王府 -> 克孜尔石窟 -> 那拉提草原 -> 昭苏草原 -> 夏塔古道 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村,L_P001_P036_01 | L_P036_P034_01 | L_P034_P037_01 | L_P037_P025_01 | L_P025_P024_01 | L_P024_P026_01 | L_P026_P030_01 | L_P030_P031_01 | L_P031_P009_01 | L_P009_P015_01 | L_P015_P016_01 | L_P016_P010_01 | L_P010_P014_01 | L_P014_P017_01 | L_P017_P008_01 | L_P008_P002_01 | L_P002_P006_01 | L_P006_P005_01 | L_P005_P012_01 | L_P012_P004_01 | L_P004_P003_01 | L_P003_P011_01 | L_P011_P013_01,taxi_transfer | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | charter_car | rental_car | taxi_transfer | taxi_transfer | charter_car | taxi_transfer | charter_car | charter_car | rental_car | rental_car | rental_car | taxi_transfer | taxi_transfer | charter_car | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer,charter_car:5;rail:1;rental_car:4;scenic_shuttle:2;taxi_transfer:15,charter_car:39.54;rail:1.24;rental_car:16.3;scenic_shuttle:2.48;taxi_transfer:10.4,0.0167,5,东疆、乌鲁木齐周边、伊犁、南疆、巴州-南疆北线,6,丝路遗址、城市博物馆、宗教文化、民族民俗、自然山水、西域古城,1.0,10,16,14,10,0,13,21,2924.18,2636.0,4060.8,9620.98,74.066,71.25,75.736,2.689,6,19,11,1061.603,260.02,16901.3,664.3085,True,coverage-grid重新搜索；交通标签在候选路线评价中直接选择；CVaR为主搜索快速代理，精评见仿真表,25,30,5,2,7,21,6,0,11.752,6.284,88.11,76.736,0,0,True,True,True,启发式小时级排程：开放时间、午休、高温避让、长转场恢复、晚到酒店均显式记录
Q1V3_Q24_123,24,south,24,P001 -> P036 -> P013 -> P011 -> P003 -> P004 -> P012 -> P006 -> P005 -> P002 -> P017 -> P008 -> P014 -> P010 -> P015 -> P016 -> P009 -> P034 -> P031 -> P030 -> P037 -> P026 -> P024 -> P025,天山天池 -> 北庭故城遗址 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 葡萄沟 -> 苏公塔 -> 交河故城 -> 坎儿井民俗园 -> 达坂城古镇 -> 果子沟大桥 -> 赛里木湖 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 罗布人村寨 -> 克孜尔石窟 -> 库车王府 -> 和田博物馆 -> 香妃园 -> 喀什古城 -> 艾提尕尔清真寺,L_P001_P036_01 | L_P036_P013_01 | L_P013_P011_01 | L_P011_P003_01 | L_P003_P004_01 | L_P004_P012_01 | L_P012_P006_01 | L_P006_P005_01 | L_P005_P002_01 | L_P002_P017_01 | L_P017_P008_01 | L_P008_P014_01 | L_P014_P010_01 | L_P010_P015_01 | L_P015_P016_01 | L_P016_P009_01 | L_P009_P034_01 | L_P034_P031_01 | L_P031_P030_01 | L_P030_P037_01 | L_P037_P026_01 | L_P026_P024_01 | L_P024_P025_01,taxi_transfer | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | rental_car | charter_car | taxi_transfer | taxi_transfer | rental_car | rental_car | rental_car | charter_car | charter_car | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | taxi_transfer | charter_car | rental_car | taxi_transfer | taxi_transfer,charter_car:4;rail:2;rental_car:5;scenic_shuttle:4;taxi_transfer:16,charter_car:30.14;rail:1.98;rental_car:18.88;scenic_shuttle:3.95;taxi_transfer:11.22,0.0266,5,东疆、乌鲁木齐周边、伊犁、南疆、巴州-南疆北线,6,丝路遗址、城市博物馆、宗教文化、民族民俗、自然山水、西域古城,1.0,10,16,14,10,0,13,21,4923.38,2636.0,4060.8,11620.18,74.183,71.25,73.126,2.696,5,19,11,1061.603,258.58,16807.7,657.5765,True,coverage-grid重新搜索；交通标签在候选路线评价中直接选择；CVaR为主搜索快速代理，精评见仿真表,25,30,5,3,8,19,6,0,10.5,6.341,87.858,69.112,0,0,True,True,True,启发式小时级排程：开放时间、午休、高温避让、长转场恢复、晚到酒店均显式记录
Q1V3_Q24_115,24,balanced,24,P001 -> P036 -> P013 -> P011 -> P003 -> P004 -> P012 -> P006 -> P005 -> P002 -> P017 -> P008 -> P014 -> P010 -> P015 -> P016 -> P009 -> P034 -> P030 -> P031 -> P026 -> P024 -> P025 -> P028,天山天池 -> 北庭故城遗址 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 葡萄沟 -> 苏公塔 -> 交河故城 -> 坎儿井民俗园 -> 达坂城古镇 -> 果子沟大桥 -> 赛里木湖 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 罗布人村寨 -> 库车王府 -> 克孜尔石窟 -> 香妃园 -> 喀什古城 -> 艾提尕尔清真寺 -> 石头城遗址,L_P001_P036_01 | L_P036_P013_01 | L_P013_P011_01 | L_P011_P003_01 | L_P003_P004_01 | L_P004_P012_01 | L_P012_P006_01 | L_P006_P005_01 | L_P005_P002_01 | L_P002_P017_01 | L_P017_P008_01 | L_P008_P014_01 | L_P014_P010_01 | L_P010_P015_01 | L_P015_P016_01 | L_P016_P009_01 | L_P009_P034_01 | L_P034_P030_01 | L_P030_P031_01 | L_P031_P026_01 | L_P026_P024_01 | L_P024_P025_01 | L_P025_P028_01,taxi_transfer | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | rental_car | charter_car | taxi_transfer | taxi_transfer | rental_car | rental_car | rental_car | charter_car | charter_car | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | taxi_transfer | charter_car | taxi_transfer | taxi_transfer | rental_car,charter_car:4;rail:2;rental_car:5;scenic_shuttle:4;taxi_transfer:16,charter_car:29.21;rail:1.74;rental_car:18.34;scenic_shuttle:3.47;taxi_transfer:10.72,0.0229,5,东疆、乌鲁木齐周边、伊犁、南疆、巴州-南疆北线,7,丝路遗址、城市博物馆、宗教文化、民族民俗、自然山水、西域古城、高原边境,1.0,9,16,14,10,1,13,21,4993.53,2696.0,4060.8,11750.33,75.994,71.25,73.886,2.682,4,19,11,1044.303,255.46,16604.9,643.1639,True,coverage-grid重新搜索；交通标签在候选路线评价中直接选择；CVaR为主搜索快速代理，精评见仿真表,26,30,4,3,6,21,5,0,11.55,6.205,87.755,72.035,0,0,True,True,True,启发式小时级排程：开放时间、午休、高温避让、长转场恢复、晚到酒店均显式记录
Q1V3_Q24_116,24,balanced,24,P001 -> P036 -> P034 -> P030 -> P028 -> P024 -> P025 -> P026 -> P031 -> P009 -> P015 -> P016 -> P010 -> P014 -> P017 -> P008 -> P002 -> P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013,天山天池 -> 北庭故城遗址 -> 罗布人村寨 -> 库车王府 -> 石头城遗址 -> 喀什古城 -> 艾提尕尔清真寺 -> 香妃园 -> 克孜尔石窟 -> 那拉提草原 -> 昭苏草原 -> 夏塔古道 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村,L_P001_P036_01 | L_P036_P034_01 | L_P034_P030_01 | L_P030_P028_01 | L_P028_P024_01 | L_P024_P025_01 | L_P025_P026_01 | L_P026_P031_01 | L_P031_P009_01 | L_P009_P015_01 | L_P015_P016_01 | L_P016_P010_01 | L_P010_P014_01 | L_P014_P017_01 | L_P017_P008_01 | L_P008_P002_01 | L_P002_P006_01 | L_P006_P005_01 | L_P005_P012_01 | L_P012_P004_01 | L_P004_P003_01 | L_P003_P011_01 | L_P011_P013_01,taxi_transfer | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | charter_car | rental_car | taxi_transfer | taxi_transfer | charter_car | charter_car | charter_car | rental_car | rental_car | rental_car | taxi_transfer | taxi_transfer | charter_car | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer,charter_car:5;rail:2;rental_car:4;scenic_shuttle:4;taxi_transfer:16,charter_car:39.85;rail:2.27;rental_car:15.5;scenic_shuttle:4.54;taxi_transfer:11.31,0.0293,5,东疆、乌鲁木齐周边、伊犁、南疆、巴州-南疆北线,7,丝路遗址、城市博物馆、宗教文化、民族民俗、自然山水、西域古城、高原边境,1.0,9,16,14,10,1,13,21,2942.55,2696.0,4286.4,9924.95,77.568,71.25,77.403,2.712,6,20,10,1044.303,261.86,17020.9,642.5898,True,coverage-grid重新搜索；交通标签在候选路线评价中直接选择；CVaR为主搜索快速代理，精评见仿真表,25,30,5,3,5,22,6,0,11.624,6.304,87.297,74.752,0,0,True,True,True,启发式小时级排程：开放时间、午休、高温避让、长转场恢复、晚到酒店均显式记录
Q1V3_Q24_114,24,v2_ordered_seed_direct_label_choice,24,P002 -> P006 -> P005 -> P012 -> P004 -> P003 -> P013 -> P011 -> P036 -> P001 -> P008 -> P017 -> P014 -> P010 -> P015 -> P016 -> P009 -> P034 -> P030 -> P031 -> P024 -> P025 -> P028 -> P026,达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 吐峪沟麻扎村 -> 高昌故城 -> 北庭故城遗址 -> 天山天池 -> 赛里木湖 -> 果子沟大桥 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 罗布人村寨 -> 库车王府 -> 克孜尔石窟 -> 喀什古城 -> 艾提尕尔清真寺 -> 石头城遗址 -> 香妃园,L_P002_P006_01 | L_P006_P005_01 | L_P005_P012_01 | L_P012_P004_01 | L_P004_P003_01 | L_P003_P013_01 | L_P013_P011_01 | L_P011_P036_01 | L_P036_P001_01 | L_P001_P008_01 | L_P008_P017_01 | L_P017_P014_01 | L_P014_P010_01 | L_P010_P015_01 | L_P015_P016_01 | L_P016_P009_01 | L_P009_P034_01 | L_P034_P030_01 | L_P030_P031_01 | L_P031_P024_01 | L_P024_P025_01 | L_P025_P028_01 | L_P028_P026_01,taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | taxi_transfer | charter_car | taxi_transfer | rental_car | rental_car | rental_car | rental_car | charter_car | charter_car | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | taxi_transfer | charter_car | taxi_transfer | rental_car | rental_car,charter_car:4;rail:2;rental_car:6;scenic_shuttle:4;taxi_transfer:15,charter_car:28.29;rail:1.74;rental_car:23.22;scenic_shuttle:3.47;taxi_transfer:10.7,0.0229,5,东疆、乌鲁木齐周边、伊犁、南疆、巴州-南疆北线,7,丝路遗址、城市博物馆、宗教文化、民族民俗、自然山水、西域古城、高原边境,1.0,9,16,14,10,1,13,21,4967.69,2696.0,4060.8,11724.49,75.798,71.25,75.05,2.685,4,19,11,1044.303,255.7,16620.5,642.5047,True,coverage-grid重新搜索；交通标签在候选路线评价中直接选择；CVaR为主搜索快速代理，精评见仿真表,23,30,7,3,5,22,5,0,10.5,6.86,86.214,73.912,0,0,True,True,True,启发式小时级排程：开放时间、午休、高温避让、长转场恢复、晚到酒店均显式记录
Q1V3_Q24_113,24,v2_ordered_seed_direct_label_choice,24,P002 -> P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013 -> P036 -> P001 -> P008 -> P014 -> P017 -> P010 -> P016 -> P015 -> P009 -> P034 -> P030 -> P031 -> P025 -> P024 -> P028 -> P026,达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村 -> 北庭故城遗址 -> 天山天池 -> 赛里木湖 -> 霍城薰衣草花田 -> 果子沟大桥 -> 喀拉峻大草原 -> 夏塔古道 -> 昭苏草原 -> 那拉提草原 -> 罗布人村寨 -> 库车王府 -> 克孜尔石窟 -> 艾提尕尔清真寺 -> 喀什古城 -> 石头城遗址 -> 香妃园,L_P002_P006_01 | L_P006_P005_01 | L_P005_P012_01 | L_P012_P004_01 | L_P004_P003_01 | L_P003_P011_01 | L_P011_P013_01 | L_P013_P036_01 | L_P036_P001_01 | L_P001_P008_01 | L_P008_P014_01 | L_P014_P017_01 | L_P017_P010_01 | L_P010_P016_01 | L_P016_P015_01 | L_P015_P009_01 | L_P009_P034_01 | L_P034_P030_01 | L_P030_P031_01 | L_P031_P025_01 | L_P025_P024_01 | L_P024_P028_01 | L_P028_P026_01,taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | taxi_transfer | charter_car | taxi_transfer | taxi_transfer | rental_car | rental_car | rental_car | charter_car | charter_car | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | taxi_transfer | charter_car | taxi_transfer | rental_car | rental_car,charter_car:4;rail:2;rental_car:5;scenic_shuttle:4;taxi_transfer:16,charter_car:29.04;rail:1.74;rental_car:22.52;scenic_shuttle:3.47;taxi_transfer:11.71,0.0226,5,东疆、乌鲁木齐周边、伊犁、南疆、巴州-南疆北线,7,丝路遗址、城市博物馆、宗教文化、民族民俗、自然山水、西域古城、高原边境,1.0,9,16,14,10,1,13,21,4993.99,2696.0,4060.8,11750.79,76.859,71.25,76.051,2.699,4,19,11,1044.303,256.82,16693.3,640.5827,True,coverage-grid重新搜索；交通标签在候选路线评价中直接选择；CVaR为主搜索快速代理，精评见仿真表,22,30,8,3,4,23,5,0,11.036,7.222,84.882,73.866,0,0,True,True,True,启发式小时级排程：开放时间、午休、高温避让、长转场恢复、晚到酒店均显式记录
