route_id,day,sequence_no,activity_type,from_name,to_name,spot_id,spot_name,start_time,end_time,duration_hours,open_time,close_time,time_window_feasible,travel_hours,service_hours,cost_yuan_for_two_or_room,label_id,mode_sequence,lodging_hub,late_hotel,heat_avoidance_applied,recovery_after_long_transfer,activity_note
Q1V3_Q20_032,22,45,travel,达坂城古镇,交河故城,,,12:00,13:24,1.408,,,True,1.408,0.0,57.73,L_P002_P006_01,taxi_transfer,,False,False,False,
Q1V3_Q20_032,22,46,visit,,,P006,交河故城,13:24,15:09,1.75,09:00,19:00,True,0.0,1.75,60.0,,,,False,False,False,
Q1V3_Q20_032,22,47,travel,交河故城,坎儿井民俗园,,,15:09,15:28,0.302,,,True,0.302,0.0,5.37,L_P006_P005_01,taxi_transfer,,False,False,False,
Q1V3_Q20_032,22,48,visit,,,P005,坎儿井民俗园,15:28,16:58,1.5,08:30,19:00,True,0.0,1.5,80.0,,,,False,False,False,
Q1V3_Q20_032,23,49,travel,坎儿井民俗园,苏公塔,,,08:30,08:45,0.257,,,True,0.257,0.0,3.27,L_P005_P012_01,taxi_transfer,,False,False,False,
Q1V3_Q20_032,23,50,wait_open,,,P012,苏公塔,08:45,09:00,0.243,,,True,0.0,0.0,0.0,,,,False,False,False,等待开园
Q1V3_Q20_032,23,51,visit,,,P012,苏公塔,09:00,10:30,1.5,09:00,19:00,True,0.0,1.5,90.0,,,,False,False,False,
Q1V3_Q20_032,23,52,travel,苏公塔,吐峪沟麻扎村,,,10:30,11:20,0.841,,,True,0.841,0.0,26.11,L_P012_P013_01,taxi_transfer,,False,False,False,
Q1V3_Q20_032,23,53,lunch_break,,,,,12:00,13:00,1.0,,,True,0.0,0.0,0.0,,,,False,False,False,固定午休块
Q1V3_Q20_032,23,54,heat_avoidance_wait,,,P013,吐峪沟麻扎村,13:00,16:00,3.0,,,True,0.0,0.0,0.0,,,,False,True,False,高温户外避让
Q1V3_Q20_032,23,55,visit,,,P013,吐峪沟麻扎村,16:00,18:30,2.5,08:00,20:00,True,0.0,2.5,60.0,,,,False,True,False,
Q1V3_Q20_032,23,56,return_depot,吐峪沟麻扎村,乌鲁木齐终点,,,18:30,21:38,3.136,,,True,3.136,0.0,132.17,RETURN_TO_DEPOT,taxi_transfer,,True,False,False,
Q1V3_Q20_032,24,57,buffer_day,,,,,08:30,08:30,0.0,,,True,0.0,0.0,0.0,,,,False,False,False,机动缓冲日，可吸收天气/预约/交通扰动
Q1V3_Q20_032,25,58,buffer_day,,,,,08:30,08:30,0.0,,,True,0.0,0.0,0.0,,,,False,False,False,机动缓冲日，可吸收天气/预约/交通扰动
Q1V3_Q20_032,26,59,buffer_day,,,,,08:30,08:30,0.0,,,True,0.0,0.0,0.0,,,,False,False,False,机动缓冲日，可吸收天气/预约/交通扰动
Q1V3_Q20_032,27,60,buffer_day,,,,,08:30,08:30,0.0,,,True,0.0,0.0,0.0,,,,False,False,False,机动缓冲日，可吸收天气/预约/交通扰动
Q1V3_Q20_032,28,61,buffer_day,,,,,08:30,08:30,0.0,,,True,0.0,0.0,0.0,,,,False,False,False,机动缓冲日，可吸收天气/预约/交通扰动
Q1V3_Q20_032,29,62,buffer_day,,,,,08:30,08:30,0.0,,,True,0.0,0.0,0.0,,,,False,False,False,机动缓冲日，可吸收天气/预约/交通扰动
Q1V3_Q20_032,30,63,buffer_day,,,,,08:30,08:30,0.0,,,True,0.0,0.0,0.0,,,,False,False,False,机动缓冲日，可吸收天气/预约/交通扰动
Q1V3_Q20_031,1,1,travel,乌鲁木齐起点,天山天池,,,08:30,09:28,0.967,,,True,0.967,0.0,37.02,DEPOT_TO_FIRST,taxi_transfer,,False,False,False,
Q1V3_Q20_031,1,2,lunch_break,,,,,12:00,13:00,1.0,,,True,0.0,0.0,0.0,,,,False,False,False,固定午休块
Q1V3_Q20_031,1,3,visit,,,P001,天山天池,13:00,18:00,5.0,08:00,19:00,True,0.0,5.0,310.0,,,,False,False,False,
Q1V3_Q20_031,2,4,travel,天山天池,北庭故城遗址,,,08:30,09:49,1.313,,,True,1.313,0.0,60.98,L_P001_P036_01,taxi_transfer,,False,False,False,
Q1V3_Q20_031,2,5,visit,,,P036,北庭故城遗址,09:49,11:19,1.5,09:00,19:00,True,0.0,1.5,76.0,,,,False,False,False,
Q1V3_Q20_031,3,6,travel,北庭故城遗址,吐峪沟麻扎村,,,08:30,12:02,3.533,,,True,3.533,0.0,119.0,L_P036_P013_01,scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle,,False,False,False,
Q1V3_Q20_031,3,7,lunch_break,,,,,12:02,13:00,0.967,,,True,0.0,0.0,0.0,,,,False,False,False,午休后入园
Q1V3_Q20_031,3,8,heat_avoidance_wait,,,P013,吐峪沟麻扎村,13:00,16:00,3.0,,,True,0.0,0.0,0.0,,,,False,True,False,高温户外避让
Q1V3_Q20_031,3,9,visit,,,P013,吐峪沟麻扎村,16:00,18:30,2.5,08:00,20:00,True,0.0,2.5,60.0,,,,False,True,False,
Q1V3_Q20_031,4,10,travel,吐峪沟麻扎村,苏公塔,,,08:30,09:21,0.846,,,True,0.846,0.0,26.25,L_P013_P012_01,taxi_transfer,,False,False,False,
Q1V3_Q20_031,4,11,visit,,,P012,苏公塔,09:21,10:51,1.5,09:00,19:00,True,0.0,1.5,90.0,,,,False,False,False,
Q1V3_Q20_031,4,12,travel,苏公塔,交河故城,,,10:51,11:14,0.388,,,True,0.388,0.0,7.75,L_P012_P006_01,taxi_transfer,,False,False,False,
Q1V3_Q20_031,4,13,lunch_break,,,,,12:00,13:00,1.0,,,True,0.0,0.0,0.0,,,,False,False,False,固定午休块
Q1V3_Q20_031,4,14,visit,,,P006,交河故城,13:00,14:45,1.75,09:00,19:00,True,0.0,1.75,60.0,,,,False,False,False,
Q1V3_Q20_031,4,15,travel,交河故城,坎儿井民俗园,,,14:45,15:03,0.302,,,True,0.302,0.0,5.37,L_P006_P005_01,taxi_transfer,,False,False,False,
Q1V3_Q20_031,4,16,visit,,,P005,坎儿井民俗园,15:03,16:33,1.5,08:30,19:00,True,0.0,1.5,80.0,,,,False,False,False,
Q1V3_Q20_031,5,17,travel,坎儿井民俗园,达坂城古镇,,,08:30,10:18,1.794,,,True,1.794,0.0,67.52,L_P005_P002_01,rental_car,,False,False,False,
Q1V3_Q20_031,5,18,lunch_break,,,,,12:00,13:00,1.0,,,True,0.0,0.0,0.0,,,,False,False,False,固定午休块
Q1V3_Q20_031,5,19,visit,,,P002,达坂城古镇,13:00,15:30,2.5,09:30,19:00,True,0.0,2.5,80.0,,,,False,False,False,
Q1V3_Q20_031,6,20,long_transfer,达坂城古镇,果子沟大桥,,,08:30,15:42,7.2,,,True,7.2,0.0,377.64,L_P002_P017_01,charter_car,,False,False,False,长转场日，下一天降低活动强度
Q1V3_Q20_031,7,21,visit,,,P017,果子沟大桥,08:30,10:00,1.5,00:00,24:00,True,0.0,1.5,0.0,,,,False,False,False,
Q1V3_Q20_031,8,22,travel,果子沟大桥,赛里木湖,,,08:30,09:06,0.597,,,True,0.597,0.0,22.62,L_P017_P008_01,taxi_transfer,,False,False,False,
Q1V3_Q20_031,8,23,lunch_break,,,,,12:00,13:00,1.0,,,True,0.0,0.0,0.0,,,,False,False,False,固定午休块
Q1V3_Q20_031,8,24,visit,,,P008,赛里木湖,13:00,19:00,6.0,08:00,22:00,True,0.0,6.0,290.0,,,,False,False,False,
Q1V3_Q20_031,9,25,travel,赛里木湖,霍城薰衣草花田,,,08:30,09:39,1.155,,,True,1.155,0.0,37.03,L_P008_P014_01,taxi_transfer,,False,False,False,
Q1V3_Q20_031,9,26,lunch_break,,,,,12:00,13:00,1.0,,,True,0.0,0.0,0.0,,,,False,False,False,固定午休块
Q1V3_Q20_031,9,27,visit,,,P014,霍城薰衣草花田,13:00,15:30,2.5,08:00,20:00,True,0.0,2.5,70.0,,,,False,False,False,
Q1V3_Q20_031,10,28,travel,霍城薰衣草花田,昭苏草原,,,08:30,14:09,5.643,,,True,5.643,0.0,152.7,L_P014_P015_01,rental_car,,False,False,False,
Q1V3_Q20_031,10,29,visit,,,P015,昭苏草原,14:09,17:39,3.5,00:00,24:00,True,0.0,3.5,0.0,,,,False,False,False,
Q1V3_Q20_031,11,30,long_transfer,昭苏草原,那拉提草原,,,08:30,15:44,7.238,,,True,7.238,0.0,169.17,L_P015_P009_01,charter_car,,False,False,False,长转场日，下一天降低活动强度
Q1V3_Q20_031,12,31,lunch_break,,,,,12:00,13:00,1.0,,,True,0.0,0.0,0.0,,,,False,False,False,固定午休块
Q1V3_Q20_031,12,32,visit,,,P009,那拉提草原,13:00,19:00,6.0,08:30,20:00,True,0.0,6.0,270.0,,,,False,False,True,
Q1V3_Q20_031,13,33,long_transfer,那拉提草原,罗布人村寨,,,08:30,16:33,8.048,,,True,8.048,0.0,275.95,L_P009_P034_01,charter_car,,False,False,False,长转场日，下一天降低活动强度
Q1V3_Q20_031,14,34,wait_open,,,P034,罗布人村寨,08:30,09:00,0.5,,,True,0.0,0.0,0.0,,,,False,False,False,等待开园
Q1V3_Q20_031,14,35,visit,,,P034,罗布人村寨,09:00,11:30,2.5,09:00,19:00,True,0.0,2.5,70.0,,,,False,False,True,
Q1V3_Q20_031,15,36,long_transfer,罗布人村寨,克孜尔石窟,,,08:30,14:51,6.35,,,True,6.35,0.0,157.0,L_P034_P031_01,scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle,,False,False,False,长转场日，下一天降低活动强度
Q1V3_Q20_031,16,37,wait_open,,,P031,克孜尔石窟,08:30,09:30,1.0,,,True,0.0,0.0,0.0,,,,False,False,False,等待开园
Q1V3_Q20_031,16,38,visit,,,P031,克孜尔石窟,09:30,12:00,2.5,09:30,19:00,True,0.0,2.5,140.0,,,,False,False,False,
Q1V3_Q20_031,16,39,travel,克孜尔石窟,库车王府,,,12:00,13:17,1.287,,,True,1.287,0.0,35.87,L_P031_P030_01,taxi_transfer,,False,False,False,
Q1V3_Q20_031,16,40,visit,,,P030,库车王府,13:17,14:47,1.5,09:00,19:00,True,0.0,1.5,80.0,,,,False,False,False,
Q1V3_Q20_031,17,41,long_transfer,库车王府,和田博物馆,,,08:30,16:55,8.419,,,True,8.419,0.0,358.14,L_P030_P037_01,charter_car,,False,False,False,长转场日，下一天降低活动强度
Q1V3_Q20_031,18,42,lunch_break,,,,,12:00,13:00,1.0,,,True,0.0,0.0,0.0,,,,False,False,False,固定午休块
Q1V3_Q20_031,18,43,visit,,,P037,和田博物馆,13:00,15:30,2.5,10:00,19:00,True,0.0,2.5,0.0,,,,False,False,True,
Q1V3_Q20_031,19,44,travel,和田博物馆,香妃园,,,08:30,14:12,5.708,,,True,5.708,0.0,273.94,L_P037_P026_01,rental_car,,False,False,False,
Q1V3_Q20_031,19,45,visit,,,P026,香妃园,14:12,16:42,2.5,10:00,19:00,True,0.0,2.5,120.0,,,,False,False,False,
Q1V3_Q20_031,20,46,travel,香妃园,喀什古城,,,08:30,08:46,0.262,,,True,0.262,0.0,2.4,L_P026_P024_01,taxi_transfer,,False,False,False,
Q1V3_Q20_031,20,47,lunch_break,,,,,12:00,13:00,1.0,,,True,0.0,0.0,0.0,,,,False,False,False,固定午休块
Q1V3_Q20_031,20,48,visit,,,P024,喀什古城,13:00,16:30,3.5,10:00,19:00,True,0.0,3.5,0.0,,,,False,False,False,
Q1V3_Q20_031,21,49,travel,喀什古城,帕米尔高原白沙湖,,,08:30,12:13,3.715,,,True,3.715,0.0,105.27,L_P024_P027_01,rental_car,,False,False,False,
Q1V3_Q20_031,21,50,lunch_break,,,,,12:13,13:00,0.785,,,True,0.0,0.0,0.0,,,,False,False,False,午休后入园
Q1V3_Q20_031,21,51,heat_avoidance_wait,,,P027,帕米尔高原白沙湖,13:00,16:00,3.0,,,True,0.0,0.0,0.0,,,,False,True,False,高温户外避让
Q1V3_Q20_031,21,52,visit,,,P027,帕米尔高原白沙湖,16:00,18:30,2.5,09:30,19:30,True,0.0,2.5,80.0,,,,False,True,False,
Q1V3_Q20_031,22,53,travel,帕米尔高原白沙湖,石头城遗址,,,08:30,10:06,1.602,,,True,1.602,0.0,55.56,L_P027_P028_01,rental_car,,False,False,False,
Q1V3_Q20_031,22,54,lunch_break,,,,,12:00,13:00,1.0,,,True,0.0,0.0,0.0,,,,False,False,False,固定午休块
Q1V3_Q20_031,22,55,visit,,,P028,石头城遗址,13:00,15:30,2.5,09:00,19:00,True,0.0,2.5,60.0,,,,False,False,False,
Q1V3_Q20_031,23,56,return_depot,石头城遗址,乌鲁木齐终点,,,08:30,20:03,11.55,,,True,11.55,0.0,2734.5,RETURN_TO_DEPOT,taxi_transfer,,False,False,False,
Q1V3_Q20_031,24,57,buffer_day,,,,,08:30,08:30,0.0,,,True,0.0,0.0,0.0,,,,False,False,False,机动缓冲日，可吸收天气/预约/交通扰动
Q1V3_Q20_031,25,58,buffer_day,,,,,08:30,08:30,0.0,,,True,0.0,0.0,0.0,,,,False,False,False,机动缓冲日，可吸收天气/预约/交通扰动
Q1V3_Q20_031,26,59,buffer_day,,,,,08:30,08:30,0.0,,,True,0.0,0.0,0.0,,,,False,False,False,机动缓冲日，可吸收天气/预约/交通扰动
Q1V3_Q20_031,27,60,buffer_day,,,,,08:30,08:30,0.0,,,True,0.0,0.0,0.0,,,,False,False,False,机动缓冲日，可吸收天气/预约/交通扰动
Q1V3_Q20_031,28,61,buffer_day,,,,,08:30,08:30,0.0,,,True,0.0,0.0,0.0,,,,False,False,False,机动缓冲日，可吸收天气/预约/交通扰动
Q1V3_Q20_031,29,62,buffer_day,,,,,08:30,08:30,0.0,,,True,0.0,0.0,0.0,,,,False,False,False,机动缓冲日，可吸收天气/预约/交通扰动
Q1V3_Q20_031,30,63,buffer_day,,,,,08:30,08:30,0.0,,,True,0.0,0.0,0.0,,,,False,False,False,机动缓冲日，可吸收天气/预约/交通扰动
Q1V3_Q20_008,1,1,travel,乌鲁木齐起点,天山天池,,,08:30,09:28,0.967,,,True,0.967,0.0,37.02,DEPOT_TO_FIRST,taxi_transfer,,False,False,False,
Q1V3_Q20_008,1,2,lunch_break,,,,,12:00,13:00,1.0,,,True,0.0,0.0,0.0,,,,False,False,False,固定午休块
Q1V3_Q20_008,1,3,visit,,,P001,天山天池,13:00,18:00,5.0,08:00,19:00,True,0.0,5.0,310.0,,,,False,False,False,
Q1V3_Q20_008,2,4,travel,天山天池,北庭故城遗址,,,08:30,09:49,1.313,,,True,1.313,0.0,60.98,L_P001_P036_01,taxi_transfer,,False,False,False,
Q1V3_Q20_008,2,5,visit,,,P036,北庭故城遗址,09:49,11:19,1.5,09:00,19:00,True,0.0,1.5,76.0,,,,False,False,False,
Q1V3_Q20_008,3,6,travel,北庭故城遗址,博斯腾湖,,,08:30,14:00,5.5,,,True,5.5,0.0,286.0,L_P036_P032_01,scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle,,False,False,False,
Q1V3_Q20_008,3,7,heat_avoidance_wait,,,P032,博斯腾湖,14:00,16:00,2.0,,,True,0.0,0.0,0.0,,,,False,True,False,高温户外避让
Q1V3_Q20_008,3,8,visit,,,P032,博斯腾湖,16:00,19:30,3.5,09:00,19:00,False,0.0,3.5,90.0,,,,False,True,False,
Q1V3_Q20_008,4,9,travel,博斯腾湖,罗布人村寨,,,08:30,11:25,2.921,,,True,2.921,0.0,95.13,L_P032_P034_01,rental_car,,False,False,False,
Q1V3_Q20_008,4,10,lunch_break,,,,,12:00,13:00,1.0,,,True,0.0,0.0,0.0,,,,False,False,False,固定午休块
Q1V3_Q20_008,4,11,heat_avoidance_wait,,,P034,罗布人村寨,13:00,16:00,3.0,,,True,0.0,0.0,0.0,,,,False,True,False,高温户外避让
Q1V3_Q20_008,4,12,visit,,,P034,罗布人村寨,16:00,18:30,2.5,09:00,19:00,True,0.0,2.5,70.0,,,,False,True,False,
Q1V3_Q20_008,5,13,long_transfer,罗布人村寨,帕米尔高原白沙湖,,,08:30,23:42,15.196,,,True,15.196,0.0,706.36,L_P034_P027_01,charter_car,,True,False,False,长转场日，下一天降低活动强度
Q1V3_Q20_008,6,14,wait_open,,,P027,帕米尔高原白沙湖,08:30,09:30,1.0,,,True,0.0,0.0,0.0,,,,False,False,False,等待开园
Q1V3_Q20_008,6,15,visit,,,P027,帕米尔高原白沙湖,09:30,12:00,2.5,09:30,19:30,True,0.0,2.5,80.0,,,,False,False,True,
Q1V3_Q20_008,7,16,travel,帕米尔高原白沙湖,艾提尕尔清真寺,,,08:30,11:57,3.447,,,True,3.447,0.0,99.76,L_P027_P025_01,rental_car,,False,False,False,
Q1V3_Q20_008,7,17,lunch_break,,,,,12:00,13:00,1.0,,,True,0.0,0.0,0.0,,,,False,False,False,固定午休块
Q1V3_Q20_008,7,18,visit,,,P025,艾提尕尔清真寺,13:00,14:30,1.5,10:00,14:00,False,0.0,1.5,60.0,,,,False,False,False,
Q1V3_Q20_008,8,19,travel,艾提尕尔清真寺,喀什古城,,,08:30,08:39,0.151,,,True,0.151,0.0,1.2,L_P025_P024_01,taxi_transfer,,False,False,False,
Q1V3_Q20_008,8,20,lunch_break,,,,,12:00,13:00,1.0,,,True,0.0,0.0,0.0,,,,False,False,False,固定午休块
Q1V3_Q20_008,8,21,visit,,,P024,喀什古城,13:00,16:30,3.5,10:00,19:00,True,0.0,3.5,0.0,,,,False,False,False,
Q1V3_Q20_008,9,22,travel,喀什古城,香妃园,,,08:30,08:44,0.232,,,True,0.232,0.0,2.08,L_P024_P026_01,taxi_transfer,,False,False,False,
Q1V3_Q20_008,9,23,lunch_break,,,,,12:00,13:00,1.0,,,True,0.0,0.0,0.0,,,,False,False,False,固定午休块
Q1V3_Q20_008,9,24,visit,,,P026,香妃园,13:00,15:30,2.5,10:00,19:00,True,0.0,2.5,120.0,,,,False,False,False,
Q1V3_Q20_008,10,25,long_transfer,香妃园,库车王府,,,08:30,15:34,7.072,,,True,7.072,0.0,388.98,L_P026_P030_01,charter_car,,False,False,False,长转场日，下一天降低活动强度
Q1V3_Q20_008,11,26,wait_open,,,P030,库车王府,08:30,09:00,0.5,,,True,0.0,0.0,0.0,,,,False,False,False,等待开园
Q1V3_Q20_008,11,27,visit,,,P030,库车王府,09:00,10:30,1.5,09:00,19:00,True,0.0,1.5,80.0,,,,False,False,False,
Q1V3_Q20_008,12,28,long_transfer,库车王府,昭苏草原,,,08:30,20:53,12.387,,,True,12.387,0.0,358.89,L_P030_P015_01,charter_car,,True,False,False,长转场日，下一天降低活动强度
Q1V3_Q20_008,13,29,visit,,,P015,昭苏草原,08:30,12:00,3.5,00:00,24:00,True,0.0,3.5,0.0,,,,False,False,True,
Q1V3_Q20_008,14,30,travel,昭苏草原,霍城薰衣草花田,,,08:30,14:03,5.55,,,True,5.55,0.0,152.57,L_P015_P014_01,rental_car,,False,False,False,
Q1V3_Q20_008,14,31,visit,,,P014,霍城薰衣草花田,14:03,16:33,2.5,08:00,20:00,True,0.0,2.5,70.0,,,,False,False,False,
Q1V3_Q20_008,15,32,travel,霍城薰衣草花田,果子沟大桥,,,08:30,09:06,0.597,,,True,0.597,0.0,19.1,L_P014_P017_01,taxi_transfer,,False,False,False,
Q1V3_Q20_008,15,33,visit,,,P017,果子沟大桥,09:06,10:36,1.5,00:00,24:00,True,0.0,1.5,0.0,,,,False,False,False,
Q1V3_Q20_008,16,34,travel,果子沟大桥,世界魔鬼城,,,08:30,14:28,5.974,,,True,5.974,0.0,318.28,L_P017_P023_01,rental_car,,False,False,False,
Q1V3_Q20_008,16,35,visit,,,P023,世界魔鬼城,14:28,16:58,2.5,10:00,18:30,True,0.0,2.5,124.0,,,,False,False,False,
Q1V3_Q20_008,17,36,travel,世界魔鬼城,达坂城古镇,,,08:30,14:07,5.612,,,True,5.612,0.0,288.23,L_P023_P002_01,rental_car,,False,False,False,
Q1V3_Q20_008,17,37,visit,,,P002,达坂城古镇,14:07,16:37,2.5,09:30,19:00,True,0.0,2.5,80.0,,,,False,False,False,
Q1V3_Q20_008,18,38,travel,达坂城古镇,交河故城,,,08:30,09:54,1.408,,,True,1.408,0.0,57.73,L_P002_P006_01,taxi_transfer,,False,False,False,
