from_spot_id,from_spot_name,to_spot_id,to_spot_name,label_id,mode_sequence,node_path,edge_id_path,time_hours,cost_yuan_for_two,risk_score,fatigue_score,transfer_count,is_night_transport,hotel_saving_yuan,ordinary_tourist_feasible,schedule_confirmation_required,dominance_rank,label_quality_note
P001,天山天池,P007,楼兰古城,L_P001_P007_01,charter_car,SPOT::P001>SPOT::P007,AM0393,14.842,764.05,0.33,21.096,0,False,0.0,False,False,1,non_dominated_from_multimodal_edges
P001,天山天池,P008,赛里木湖,L_P001_P008_01,charter_car,SPOT::P001>SPOT::P008,AM0432,6.21,323.25,0.236,6.214,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P001,天山天池,P009,那拉提草原,L_P001_P009_01,charter_car,SPOT::P001>SPOT::P009,AM0471,8.394,290.91,0.256,8.852,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P001,天山天池,P010,喀拉峻大草原,L_P001_P010_01,charter_car,SPOT::P001>SPOT::P010,AM0510,11.271,412.43,0.33,13.494,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P001,天山天池,P011,高昌故城,L_P001_P011_01,rental_car,SPOT::P001>SPOT::P011,AM0549,3.853,165.31,0.14,4.431,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P001,天山天池,P011,高昌故城,L_P001_P011_02,taxi_transfer>rail>taxi_transfer>scenic_shuttle,SPOT::P001>HUB::乌鲁木齐市>RAIL::乌鲁木齐市>RAIL::吐鲁番市>HUB::吐鲁番市>SPOT::P011,AD1759>T0001>RL0098>T0002R>SH0129,4.269,141.25,0.183,3.184,0,False,0.0,True,True,2,local_cost_floor;template_public_edge
P001,天山天池,P012,苏公塔,L_P001_P012_01,rental_car,SPOT::P001>SPOT::P012,AM0588,3.343,149.56,0.131,3.844,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P001,天山天池,P012,苏公塔,L_P001_P012_02,taxi_transfer>rail>taxi_transfer>scenic_shuttle,SPOT::P001>HUB::乌鲁木齐市>RAIL::乌鲁木齐市>RAIL::吐鲁番市>HUB::吐鲁番市>SPOT::P012,AD1759>T0001>RL0098>T0002R>SH0130,3.569,141.25,0.183,2.554,0,False,0.0,True,True,2,local_cost_floor;template_public_edge
P001,天山天池,P013,吐峪沟麻扎村,L_P001_P013_01,rental_car,SPOT::P001>SPOT::P013,AM0627,3.766,177.49,0.148,4.331,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P001,天山天池,P013,吐峪沟麻扎村,L_P001_P013_02,taxi_transfer>rail>taxi_transfer>scenic_shuttle,SPOT::P001>HUB::乌鲁木齐市>RAIL::乌鲁木齐市>RAIL::吐鲁番市>HUB::吐鲁番市>SPOT::P013,AD1759>T0001>RL0098>T0002R>SH0131,4.269,141.25,0.183,3.184,0,False,0.0,True,True,2,local_cost_floor;template_public_edge
P001,天山天池,P014,霍城薰衣草花田,L_P001_P014_01,charter_car,SPOT::P001>SPOT::P014,AM0666,7.202,357.18,0.256,7.318,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P001,天山天池,P014,霍城薰衣草花田,L_P001_P014_02,taxi_transfer>rail>taxi_transfer>scenic_shuttle,SPOT::P001>HUB::乌鲁木齐市>RAIL::乌鲁木齐市>RAIL::伊宁市(伊犁)>HUB::伊宁市(伊犁)>HUB::霍城县(惠远古城)>SPOT::P014,AD1759>T0001>RL0100>T0005R>R0074>SH0132,9.469,279.0,0.263,6.344,0,True,180.0,True,True,2,local_cost_floor;template_public_edge
P001,天山天池,P014,霍城薰衣草花田,L_P001_P014_03,taxi_transfer>air>taxi_transfer>scenic_shuttle,SPOT::P001>HUB::乌鲁木齐市>AIR::乌鲁木齐市>AIR::伊宁市(伊犁)>HUB::伊宁市(伊犁)>HUB::霍城县(惠远古城)>SPOT::P014,AD1759>T0010>AR0107>T0011R>R0074>SH0132,9.036,1315.0,0.303,6.718,0,False,0.0,True,True,3,local_cost_floor;schedule_medium_price_missing;template_public_edge
P001,天山天池,P015,昭苏草原,L_P001_P015_01,charter_car,SPOT::P001>SPOT::P015,AM0705,13.152,433.6,0.33,17.244,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P001,天山天池,P016,夏塔古道,L_P001_P016_01,charter_car,SPOT::P001>SPOT::P016,AM0744,12.622,471.55,0.33,16.13,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P001,天山天池,P017,果子沟大桥,L_P001_P017_01,charter_car,SPOT::P001>SPOT::P017,AM0783,6.776,349.87,0.252,6.824,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P001,天山天池,P018,喀纳斯湖,L_P001_P018_01,charter_car,SPOT::P001>SPOT::P018,AM0822,8.795,371.19,0.305,9.42,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P001,天山天池,P019,禾木村,L_P001_P019_01,charter_car,SPOT::P001>SPOT::P019,AM0861,8.413,368.66,0.303,8.879,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P001,天山天池,P020,白哈巴村,L_P001_P020_01,charter_car,SPOT::P001>SPOT::P020,AM0900,8.315,362.29,0.3,8.744,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P001,天山天池,P021,可可托海,L_P001_P021_01,rental_car,SPOT::P001>SPOT::P021,AM0939,5.226,255.82,0.195,6.13,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P001,天山天池,P022,五彩滩,L_P001_P022_01,charter_car,SPOT::P001>SPOT::P022,AM0978,6.083,296.65,0.22,6.084,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P001,天山天池,P023,世界魔鬼城,L_P001_P023_01,rental_car,SPOT::P001>SPOT::P023,AM1017,4.878,259.67,0.197,5.671,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P001,天山天池,P024,喀什古城,L_P001_P024_01,taxi_transfer>air>taxi_transfer>scenic_shuttle,SPOT::P001>HUB::乌鲁木齐市>AIR::乌鲁木齐市>AIR::喀什市>HUB::喀什市>SPOT::P024,AD1759>T0010>AR0106>T0012R>SH0142,8.086,2612.25,0.223,5.746,0,False,0.0,True,True,1,local_cost_floor;schedule_high_fare_proxy;template_public_edge
P001,天山天池,P024,喀什古城,L_P001_P024_02,charter_car,SPOT::P001>SPOT::P024,AM1056,14.796,763.13,0.33,20.986,0,False,0.0,True,False,2,non_dominated_from_multimodal_edges
P001,天山天池,P024,喀什古城,L_P001_P024_03,taxi_transfer>rail>taxi_transfer>scenic_shuttle,SPOT::P001>HUB::乌鲁木齐市>RAIL::乌鲁木齐市>RAIL::喀什市>HUB::喀什市>SPOT::P024,AD1759>T0001>RL0101>T0006R>SH0142,14.286,2852.25,0.183,9.893,0,True,180.0,True,True,3,local_cost_floor;template_public_edge
P001,天山天池,P024,喀什古城,L_P001_P024_04,taxi_transfer>coach>taxi_transfer>scenic_shuttle,SPOT::P001>HUB::乌鲁木齐市>BUS::乌鲁木齐市>BUS::喀什市>HUB::喀什市>SPOT::P024,AD1759>T0017>BS0115>T0022R>SH0142,20.636,742.25,0.233,38.814,0,True,0.0,True,True,4,local_cost_floor;template_public_edge
P001,天山天池,P025,艾提尕尔清真寺,L_P001_P025_01,taxi_transfer>air>taxi_transfer>scenic_shuttle,SPOT::P001>HUB::乌鲁木齐市>AIR::乌鲁木齐市>AIR::喀什市>HUB::喀什市>SPOT::P025,AD1759>T0010>AR0106>T0012R>SH0143,8.086,2612.25,0.223,5.746,0,False,0.0,True,True,1,local_cost_floor;schedule_high_fare_proxy;template_public_edge
P001,天山天池,P025,艾提尕尔清真寺,L_P001_P025_02,charter_car,SPOT::P001>SPOT::P025,AM1095,14.777,763.1,0.33,20.94,0,False,0.0,True,False,2,non_dominated_from_multimodal_edges
P001,天山天池,P025,艾提尕尔清真寺,L_P001_P025_03,taxi_transfer>rail>taxi_transfer>scenic_shuttle,SPOT::P001>HUB::乌鲁木齐市>RAIL::乌鲁木齐市>RAIL::喀什市>HUB::喀什市>SPOT::P025,AD1759>T0001>RL0101>T0006R>SH0143,14.286,2852.25,0.183,9.893,0,True,180.0,True,True,3,local_cost_floor;template_public_edge
P001,天山天池,P025,艾提尕尔清真寺,L_P001_P025_04,taxi_transfer>coach>taxi_transfer>scenic_shuttle,SPOT::P001>HUB::乌鲁木齐市>BUS::乌鲁木齐市>BUS::喀什市>HUB::喀什市>SPOT::P025,AD1759>T0017>BS0115>T0022R>SH0143,20.636,742.25,0.233,38.814,0,True,0.0,True,True,4,local_cost_floor;template_public_edge
P001,天山天池,P026,香妃园,L_P001_P026_01,taxi_transfer>air>taxi_transfer>scenic_shuttle,SPOT::P001>HUB::乌鲁木齐市>AIR::乌鲁木齐市>AIR::喀什市>HUB::喀什市>SPOT::P026,AD1759>T0010>AR0106>T0012R>SH0144,8.086,2612.25,0.223,5.746,0,False,0.0,True,True,1,local_cost_floor;schedule_high_fare_proxy;template_public_edge
P001,天山天池,P026,香妃园,L_P001_P026_02,charter_car,SPOT::P001>SPOT::P026,AM1134,14.783,763.1,0.33,20.954,0,False,0.0,True,False,2,non_dominated_from_multimodal_edges
P001,天山天池,P026,香妃园,L_P001_P026_03,taxi_transfer>rail>taxi_transfer>scenic_shuttle,SPOT::P001>HUB::乌鲁木齐市>RAIL::乌鲁木齐市>RAIL::喀什市>HUB::喀什市>SPOT::P026,AD1759>T0001>RL0101>T0006R>SH0144,14.286,2852.25,0.183,9.893,0,True,180.0,True,True,3,local_cost_floor;template_public_edge
P001,天山天池,P026,香妃园,L_P001_P026_04,taxi_transfer>coach>taxi_transfer>scenic_shuttle,SPOT::P001>HUB::乌鲁木齐市>BUS::乌鲁木齐市>BUS::喀什市>HUB::喀什市>SPOT::P026,AD1759>T0017>BS0115>T0022R>SH0144,20.636,742.25,0.233,38.814,0,True,0.0,True,True,4,local_cost_floor;template_public_edge
P001,天山天池,P027,帕米尔高原白沙湖,L_P001_P027_01,charter_car,SPOT::P001>SPOT::P027,AM1173,17.584,868.93,0.33,28.319,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P001,天山天池,P028,石头城遗址,L_P001_P028_01,charter_car,SPOT::P001>SPOT::P028,AM1212,19.035,923.76,0.33,32.628,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P001,天山天池,P029,天山神秘大峡谷,L_P001_P029_01,charter_car,SPOT::P001>SPOT::P029,AM1251,10.131,362.31,0.3,11.496,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P001,天山天池,P029,天山神秘大峡谷,L_P001_P029_02,taxi_transfer>air>taxi_transfer>scenic_shuttle,SPOT::P001>HUB::乌鲁木齐市>AIR::乌鲁木齐市>AIR::库车市>HUB::库车市>SPOT::P029,AD1759>T0010>AR0111>T0016R>SH0147,8.619,1232.25,0.223,6.372,0,False,0.0,True,True,2,local_cost_floor;schedule_medium_price_missing;template_public_edge
P001,天山天池,P030,库车王府,L_P001_P030_01,charter_car,SPOT::P001>SPOT::P030,AM1290,7.885,377.14,0.269,8.169,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P001,天山天池,P030,库车王府,L_P001_P030_02,taxi_transfer>air>taxi_transfer>scenic_shuttle,SPOT::P001>HUB::乌鲁木齐市>AIR::乌鲁木齐市>AIR::库车市>HUB::库车市>SPOT::P030,AD1759>T0010>AR0111>T0016R>SH0148,7.419,1232.25,0.223,5.292,0,False,0.0,True,True,2,local_cost_floor;schedule_medium_price_missing;template_public_edge
P001,天山天池,P031,克孜尔石窟,L_P001_P031_01,charter_car,SPOT::P001>SPOT::P031,AM1329,8.898,407.06,0.327,9.57,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P001,天山天池,P031,克孜尔石窟,L_P001_P031_02,taxi_transfer>air>taxi_transfer>scenic_shuttle,SPOT::P001>HUB::乌鲁木齐市>AIR::乌鲁木齐市>AIR::库车市>HUB::库车市>SPOT::P031,AD1759>T0010>AR0111>T0016R>SH0149,8.619,1232.25,0.223,6.372,0,False,0.0,True,True,2,local_cost_floor;schedule_medium_price_missing;template_public_edge
P001,天山天池,P032,博斯腾湖,L_P001_P032_01,taxi_transfer>rail>taxi_transfer>scenic_shuttle,SPOT::P001>HUB::乌鲁木齐市>RAIL::乌鲁木齐市>RAIL::库尔勒市>HUB::库尔勒市>SPOT::P032,AD1759>T0001>RL0099>T0003R>SH0150,6.236,308.25,0.183,4.021,0,False,0.0,True,True,1,local_cost_floor;template_public_edge
P001,天山天池,P032,博斯腾湖,L_P001_P032_02,rental_car,SPOT::P001>SPOT::P032,AM1368,5.654,227.22,0.178,6.721,0,False,0.0,True,False,2,non_dominated_from_multimodal_edges
P001,天山天池,P033,巴音布鲁克草原,L_P001_P033_01,charter_car,SPOT::P001>SPOT::P033,AM1407,6.876,258.08,0.196,6.937,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P001,天山天池,P034,罗布人村寨,L_P001_P034_01,rental_car,SPOT::P001>SPOT::P034,AM1446,5.732,262.07,0.199,6.832,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P001,天山天池,P034,罗布人村寨,L_P001_P034_02,taxi_transfer>rail>taxi_transfer>scenic_shuttle,SPOT::P001>HUB::乌鲁木齐市>RAIL::乌鲁木齐市>RAIL::库尔勒市>HUB::库尔勒市>SPOT::P034,AD1759>T0001>RL0099>T0003R>SH0152,6.936,308.25,0.183,4.651,0,False,0.0,True,True,2,local_cost_floor;template_public_edge
P001,天山天池,P035,江布拉克草原,L_P001_P035_01,rental_car,SPOT::P001>SPOT::P035,AM1485,1.986,94.37,0.097,2.284,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P001,天山天池,P036,北庭故城遗址,L_P001_P036_01,taxi_transfer,SPOT::P001>SPOT::P036,AM1524,1.313,60.98,0.077,1.116,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P001,天山天池,P037,和田博物馆,L_P001_P037_01,taxi_transfer>air>taxi_transfer>scenic_shuttle,SPOT::P001>HUB::乌鲁木齐市>AIR::乌鲁木齐市>AIR::和田市>HUB::和田市>SPOT::P037,AD1759>T0010>AR0110>T0015R>SH0155,8.086,2424.25,0.223,5.746,0,False,0.0,True,True,1,local_cost_floor;schedule_high_price_missing;template_public_edge
P001,天山天池,P037,和田博物馆,L_P001_P037_02,charter_car,SPOT::P001>SPOT::P037,AM1563,16.206,738.17,0.33,24.539,0,False,0.0,True,False,2,non_dominated_from_multimodal_edges
P001,天山天池,P038,尼雅遗址,L_P001_P038_01,charter_car,SPOT::P001>SPOT::P038,AM1602,14.526,600.25,0.33,20.341,0,False,0.0,False,False,1,non_dominated_from_multimodal_edges
P001,天山天池,P038,尼雅遗址,L_P001_P038_02,taxi_transfer>air>taxi_transfer>scenic_shuttle,SPOT::P001>HUB::乌鲁木齐市>AIR::乌鲁木齐市>AIR::和田市>HUB::和田市>HUB::民丰县(尼雅遗址)>SPOT::P038,AD1759>T0010>AR0110>T0015R>R0092>SH0156,11.286,2484.75,0.303,8.551,0,False,0.0,False,True,2,local_cost_floor;schedule_high_price_missing;template_public_edge
P001,天山天池,P039,千里葡萄长廊,L_P001_P039_01,taxi_transfer>air>taxi_transfer>scenic_shuttle,SPOT::P001>HUB::乌鲁木齐市>AIR::乌鲁木齐市>AIR::和田市>HUB::和田市>SPOT::P039,AD1759>T0010>AR0110>T0015R>SH0157,8.086,2424.25,0.223,5.746,0,False,0.0,True,True,1,local_cost_floor;schedule_high_price_missing;template_public_edge
P001,天山天池,P039,千里葡萄长廊,L_P001_P039_02,charter_car,SPOT::P001>SPOT::P039,AM1641,16.214,738.06,0.33,24.56,0,False,0.0,True,False,2,non_dominated_from_multimodal_edges
P001,天山天池,P040,奥依塔克冰川,L_P001_P040_01,taxi_transfer>air>taxi_transfer>scenic_shuttle,SPOT::P001>HUB::乌鲁木齐市>AIR::乌鲁木齐市>AIR::喀什市>HUB::喀什市>SPOT::P040,AD1759>T0010>AR0106>T0012R>SH0158,9.786,2612.25,0.223,7.276,0,False,0.0,True,True,1,local_cost_floor;schedule_high_fare_proxy;template_public_edge
P001,天山天池,P040,奥依塔克冰川,L_P001_P040_02,charter_car,SPOT::P001>SPOT::P040,AM1680,16.178,821.1,0.33,24.465,0,False,0.0,True,False,2,non_dominated_from_multimodal_edges
P001,天山天池,P040,奥依塔克冰川,L_P001_P040_03,taxi_transfer>rail>taxi_transfer>scenic_shuttle,SPOT::P001>HUB::乌鲁木齐市>RAIL::乌鲁木齐市>RAIL::喀什市>HUB::喀什市>SPOT::P040,AD1759>T0001>RL0101>T0006R>SH0158,15.986,2852.25,0.183,11.423,0,True,180.0,True,True,3,local_cost_floor;template_public_edge
P001,天山天池,P040,奥依塔克冰川,L_P001_P040_04,taxi_transfer>coach>taxi_transfer>scenic_shuttle,SPOT::P001>HUB::乌鲁木齐市>BUS::乌鲁木齐市>BUS::喀什市>HUB::喀什市>SPOT::P040,AD1759>T0017>BS0115>T0022R>SH0158,22.336,742.25,0.233,40.344,0,True,0.0,True,True,4,local_cost_floor;template_public_edge
P002,达坂城古镇,P001,天山天池,L_P002_P001_01,rental_car,SPOT::P002>SPOT::P001,AM0159,1.921,92.74,0.096,2.209,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P002,达坂城古镇,P002,达坂城古镇,L_P002_P002_01,same_spot,SPOT::P002,,0.0,0.0,0.0,0.0,0,False,0.0,True,False,1,same_spot
P002,达坂城古镇,P003,火焰山,L_P002_P003_01,rental_car,SPOT::P002>SPOT::P003,AM0238,1.617,68.76,0.082,1.86,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P002,达坂城古镇,P004,葡萄沟,L_P002_P004_01,taxi_transfer,SPOT::P002>SPOT::P004,AM0277,1.296,56.65,0.074,1.102,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P002,达坂城古镇,P005,坎儿井民俗园,L_P002_P005_01,taxi_transfer,SPOT::P002>SPOT::P005,AM0316,1.307,54.64,0.073,1.111,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P002,达坂城古镇,P006,交河故城,L_P002_P006_01,taxi_transfer,SPOT::P002>SPOT::P006,AM0355,1.408,57.73,0.075,1.197,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P002,达坂城古镇,P007,楼兰古城,L_P002_P007_01,charter_car,SPOT::P002>SPOT::P007,AM0394,14.58,760.59,0.33,20.469,0,False,0.0,False,False,1,non_dominated_from_multimodal_edges
P002,达坂城古镇,P008,赛里木湖,L_P002_P008_01,charter_car,SPOT::P002>SPOT::P008,AM0433,6.635,351.02,0.253,6.667,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P002,达坂城古镇,P009,那拉提草原,L_P002_P009_01,charter_car,SPOT::P002>SPOT::P009,AM0472,8.109,287.45,0.254,8.465,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P002,达坂城古镇,P010,喀拉峻大草原,L_P002_P010_01,charter_car,SPOT::P002>SPOT::P010,AM0511,12.045,435.06,0.33,14.968,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P002,达坂城古镇,P011,高昌故城,L_P002_P011_01,rental_car,SPOT::P002>SPOT::P011,AM0550,1.898,73.46,0.085,2.183,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P002,达坂城古镇,P012,苏公塔,L_P002_P012_01,taxi_transfer,SPOT::P002>SPOT::P012,AM0589,1.379,57.7,0.075,1.172,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P002,达坂城古镇,P013,吐峪沟麻扎村,L_P002_P013_01,rental_car,SPOT::P002>SPOT::P013,AM0628,1.779,85.64,0.092,2.046,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P002,达坂城古镇,P014,霍城薰衣草花田,L_P002_P014_01,charter_car,SPOT::P002>SPOT::P014,AM0667,7.664,384.95,0.273,7.886,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P002,达坂城古镇,P014,霍城薰衣草花田,L_P002_P014_02,taxi_transfer>rail>taxi_transfer>scenic_shuttle,SPOT::P002>HUB::乌鲁木齐市>RAIL::乌鲁木齐市>RAIL::伊宁市(伊犁)>HUB::伊宁市(伊犁)>HUB::霍城县(惠远古城)>SPOT::P014,AD1760>T0001>RL0100>T0005R>R0074>SH0132,9.657,296.68,0.273,6.504,0,True,180.0,True,True,2,local_cost_floor;template_public_edge
P002,达坂城古镇,P014,霍城薰衣草花田,L_P002_P014_03,taxi_transfer>air>taxi_transfer>scenic_shuttle,SPOT::P002>HUB::乌鲁木齐市>AIR::乌鲁木齐市>AIR::伊宁市(伊犁)>HUB::伊宁市(伊犁)>HUB::霍城县(惠远古城)>SPOT::P014,AD1760>T0010>AR0107>T0011R>R0074>SH0132,9.224,1332.68,0.313,6.878,0,False,0.0,True,True,3,local_cost_floor;schedule_medium_price_missing;template_public_edge
P002,达坂城古镇,P015,昭苏草原,L_P002_P015_01,charter_car,SPOT::P002>SPOT::P015,AM0706,13.968,456.23,0.33,19.047,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P002,达坂城古镇,P016,夏塔古道,L_P002_P016_01,charter_car,SPOT::P002>SPOT::P016,AM0745,13.361,494.18,0.33,17.696,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P002,达坂城古镇,P017,果子沟大桥,L_P002_P017_01,charter_car,SPOT::P002>SPOT::P017,AM0784,7.2,377.64,0.269,7.315,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P002,达坂城古镇,P018,喀纳斯湖,L_P002_P018_01,charter_car,SPOT::P002>SPOT::P018,AM0823,9.919,426.42,0.33,11.148,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P002,达坂城古镇,P019,禾木村,L_P002_P019_01,charter_car,SPOT::P002>SPOT::P019,AM0862,9.578,423.89,0.33,10.602,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P002,达坂城古镇,P020,白哈巴村,L_P002_P020_01,charter_car,SPOT::P002>SPOT::P020,AM0901,9.457,417.51,0.33,10.413,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P002,达坂城古镇,P021,可可托海,L_P002_P021_01,charter_car,SPOT::P002>SPOT::P021,AM0940,6.861,343.87,0.248,6.92,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P002,达坂城古镇,P022,五彩滩,L_P002_P022_01,charter_car,SPOT::P002>SPOT::P022,AM0979,7.231,351.88,0.253,7.352,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P002,达坂城古镇,P023,世界魔鬼城,L_P002_P023_01,rental_car,SPOT::P002>SPOT::P023,AM1018,5.36,287.44,0.214,6.312,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P002,达坂城古镇,P024,喀什古城,L_P002_P024_01,taxi_transfer>air>taxi_transfer>scenic_shuttle,SPOT::P002>HUB::乌鲁木齐市>AIR::乌鲁木齐市>AIR::喀什市>HUB::喀什市>SPOT::P024,AD1760>T0010>AR0106>T0012R>SH0142,8.274,2629.93,0.233,5.905,0,False,0.0,True,True,1,local_cost_floor;schedule_high_fare_proxy;template_public_edge
P002,达坂城古镇,P024,喀什古城,L_P002_P024_02,charter_car,SPOT::P002>SPOT::P024,AM1057,14.537,759.67,0.33,20.367,0,False,0.0,True,False,2,non_dominated_from_multimodal_edges
P002,达坂城古镇,P024,喀什古城,L_P002_P024_03,taxi_transfer>rail>taxi_transfer>scenic_shuttle,SPOT::P002>HUB::乌鲁木齐市>RAIL::乌鲁木齐市>RAIL::喀什市>HUB::喀什市>SPOT::P024,AD1760>T0001>RL0101>T0006R>SH0142,14.474,2869.93,0.193,10.053,0,True,180.0,True,True,3,local_cost_floor;template_public_edge
P002,达坂城古镇,P024,喀什古城,L_P002_P024_04,taxi_transfer>coach>taxi_transfer>scenic_shuttle,SPOT::P002>HUB::乌鲁木齐市>BUS::乌鲁木齐市>BUS::喀什市>HUB::喀什市>SPOT::P024,AD1760>T0017>BS0115>T0022R>SH0142,20.824,759.93,0.243,38.974,0,True,0.0,True,True,4,local_cost_floor;template_public_edge
P002,达坂城古镇,P025,艾提尕尔清真寺,L_P002_P025_01,taxi_transfer>air>taxi_transfer>scenic_shuttle,SPOT::P002>HUB::乌鲁木齐市>AIR::乌鲁木齐市>AIR::喀什市>HUB::喀什市>SPOT::P025,AD1760>T0010>AR0106>T0012R>SH0143,8.274,2629.93,0.233,5.905,0,False,0.0,True,True,1,local_cost_floor;schedule_high_fare_proxy;template_public_edge
P002,达坂城古镇,P025,艾提尕尔清真寺,L_P002_P025_02,charter_car,SPOT::P002>SPOT::P025,AM1096,14.518,759.64,0.33,20.323,0,False,0.0,True,False,2,non_dominated_from_multimodal_edges
