plan_id,gateway_policy,generation_method,include_special,covered_spots,target_spots,coverage_complete,missing_spots,duplicate_spots_count,year1_entry_gateway,year1_exit_gateway,year2_entry_gateway,year2_exit_gateway,year1_spots,year2_spots,year1_days,year2_days,max_year_days,year_day_difference,year1_transport_cost,year2_transport_cost,total_intra_transport_cost,total_travel_hours,total_service_hours,red_days,long_transfer_edges,time_window_violations,schedule_soft_feasible,schedule_strict_feasible,year1_route_sequence,year2_route_sequence,year1_spot_id_sequence,year2_spot_id_sequence,year1_mode_hours_mix,year2_mode_hours_mix,proved_optimal,solver_status,cost_calibration_version
Q2V3_043_OPEN_GATEWAY,open_gateway,random_region_restart,False,38,38,True,,0,伊宁市(伊犁),乌鲁木齐市,和田市,阿勒泰市,19,19,15,16,16,1,1298.91,2223.75,3522.66,107.509,130.25,0,12,0,True,True,果子沟大桥 -> 赛里木湖 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 天山神秘大峡谷 -> 罗布人村寨 -> 博斯腾湖 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村 -> 江布拉克草原 -> 天山天池,和田博物馆 -> 千里葡萄长廊 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 库车王府 -> 克孜尔石窟 -> 巴音布鲁克草原 -> 达坂城古镇 -> 北庭故城遗址 -> 可可托海 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城,P017 -> P008 -> P014 -> P010 -> P015 -> P016 -> P009 -> P029 -> P034 -> P032 -> P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013 -> P035 -> P001,P037 -> P039 -> P040 -> P028 -> P027 -> P025 -> P024 -> P026 -> P030 -> P031 -> P033 -> P002 -> P036 -> P021 -> P022 -> P019 -> P018 -> P020 -> P023,"{""charter_car"": 6.468, ""gateway_access"": 1.586, ""rail"": 3.55, ""rental_car"": 32.777, ""scenic_shuttle"": 1.6, ""taxi_transfer"": 3.508}","{""charter_car"": 20.408, ""gateway_access"": 1.449, ""rental_car"": 31.184, ""scenic_shuttle"": 0.6, ""taxi_transfer"": 4.379}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_012_OPEN_GATEWAY,open_gateway,region_aware_cost_seed,False,38,38,True,,0,那拉提镇,乌鲁木齐市,乌鲁木齐市,和田市,15,23,15,15,15,0,1568.82,1955.51,3524.33,101.785,130.25,0,10,0,True,True,那拉提草原 -> 夏塔古道 -> 昭苏草原 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 世界魔鬼城 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 可可托海 -> 北庭故城遗址 -> 天山天池,达坂城古镇 -> 江布拉克草原 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村 -> 罗布人村寨 -> 博斯腾湖 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 克孜尔石窟 -> 库车王府 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 和田博物馆 -> 千里葡萄长廊,P009 -> P016 -> P015 -> P010 -> P014 -> P017 -> P008 -> P023 -> P022 -> P019 -> P018 -> P020 -> P021 -> P036 -> P001,P002 -> P035 -> P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013 -> P034 -> P032 -> P033 -> P029 -> P031 -> P030 -> P025 -> P024 -> P026 -> P028 -> P027 -> P040 -> P037 -> P039,"{""charter_car"": 13.548, ""gateway_access"": 1.586, ""rental_car"": 29.82, ""scenic_shuttle"": 0.9, ""taxi_transfer"": 1.455}","{""charter_car"": 26.938, ""gateway_access"": 1.883, ""rail"": 2.433, ""rental_car"": 14.535, ""scenic_shuttle"": 1.3, ""taxi_transfer"": 7.387}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_047_OPEN_GATEWAY,open_gateway,random_region_restart,False,38,38,True,,0,喀什市,吐鲁番市,伊宁市(伊犁),阿勒泰市,17,21,12,19,19,7,1570.09,1956.24,3526.33,105.281,130.25,1,11,1,True,False,喀什古城 -> 香妃园 -> 艾提尕尔清真寺 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 和田博物馆 -> 千里葡萄长廊 -> 巴音布鲁克草原 -> 天山天池 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 葡萄沟 -> 苏公塔 -> 坎儿井民俗园 -> 交河故城,果子沟大桥 -> 赛里木湖 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 天山神秘大峡谷 -> 库车王府 -> 克孜尔石窟 -> 罗布人村寨 -> 博斯腾湖 -> 达坂城古镇 -> 江布拉克草原 -> 北庭故城遗址 -> 可可托海 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城,P024 -> P026 -> P025 -> P028 -> P027 -> P040 -> P037 -> P039 -> P033 -> P001 -> P013 -> P011 -> P003 -> P004 -> P012 -> P005 -> P006,P017 -> P008 -> P014 -> P010 -> P015 -> P016 -> P009 -> P029 -> P030 -> P031 -> P034 -> P032 -> P002 -> P035 -> P036 -> P021 -> P022 -> P019 -> P018 -> P020 -> P023,"{""charter_car"": 26.119, ""gateway_access"": 1.353, ""rail"": 2.433, ""rental_car"": 7.219, ""taxi_transfer"": 4.634}","{""charter_car"": 6.468, ""gateway_access"": 1.1, ""rail"": 3.55, ""rental_car"": 44.341, ""scenic_shuttle"": 2.2, ""taxi_transfer"": 5.864}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_063_OPEN_GATEWAY,open_gateway,random_region_restart,False,38,38,True,,0,和田市,乌鲁木齐市,那拉提镇,吐鲁番市,16,22,13,18,18,5,1856.78,1694.57,3551.35,99.069,130.25,0,9,0,True,True,和田博物馆 -> 千里葡萄长廊 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 库车王府 -> 克孜尔石窟 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 罗布人村寨 -> 博斯腾湖 -> 达坂城古镇 -> 天山天池,那拉提草原 -> 夏塔古道 -> 昭苏草原 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 世界魔鬼城 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 可可托海 -> 北庭故城遗址 -> 江布拉克草原 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 葡萄沟 -> 苏公塔 -> 坎儿井民俗园 -> 交河故城,P037 -> P039 -> P040 -> P028 -> P027 -> P025 -> P024 -> P026 -> P030 -> P031 -> P033 -> P029 -> P034 -> P032 -> P002 -> P001,P009 -> P016 -> P015 -> P010 -> P014 -> P017 -> P008 -> P023 -> P022 -> P019 -> P018 -> P020 -> P021 -> P036 -> P035 -> P013 -> P011 -> P003 -> P004 -> P012 -> P005 -> P006,"{""charter_car"": 13.813, ""gateway_access"": 1.935, ""rail"": 3.55, ""rental_car"": 23.86, ""scenic_shuttle"": 1.3, ""taxi_transfer"": 3.521}","{""charter_car"": 13.548, ""gateway_access"": 1.302, ""rail"": 2.433, ""rental_car"": 27.87, ""scenic_shuttle"": 0.9, ""taxi_transfer"": 5.037}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_061_OPEN_GATEWAY,open_gateway,random_region_restart,False,38,38,True,,0,那拉提镇,吐鲁番市,阿勒泰市,和田市,15,23,11,20,20,9,1056.03,2536.84,3592.87,101.873,130.25,0,9,0,True,True,那拉提草原 -> 夏塔古道 -> 昭苏草原 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 北庭故城遗址 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 葡萄沟 -> 苏公塔 -> 坎儿井民俗园 -> 交河故城,世界魔鬼城 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 可可托海 -> 天山天池 -> 江布拉克草原 -> 达坂城古镇 -> 博斯腾湖 -> 罗布人村寨 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 库车王府 -> 克孜尔石窟 -> 香妃园 -> 艾提尕尔清真寺 -> 喀什古城 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 和田博物馆 -> 千里葡萄长廊,P009 -> P016 -> P015 -> P010 -> P014 -> P017 -> P008 -> P036 -> P013 -> P011 -> P003 -> P004 -> P012 -> P005 -> P006,P023 -> P022 -> P019 -> P018 -> P020 -> P021 -> P001 -> P035 -> P002 -> P032 -> P034 -> P033 -> P029 -> P030 -> P031 -> P026 -> P025 -> P024 -> P028 -> P027 -> P040 -> P037 -> P039,"{""charter_car"": 13.666, ""gateway_access"": 1.302, ""rail"": 2.433, ""rental_car"": 13.893, ""scenic_shuttle"": 0.3, ""taxi_transfer"": 2.845}","{""charter_car"": 27.863, ""gateway_access"": 1.1, ""rental_car"": 30.836, ""scenic_shuttle"": 1.9, ""taxi_transfer"": 5.735}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_014_OPEN_GATEWAY,open_gateway,grand_tour_split,False,38,38,True,,0,库车市,乌鲁木齐市,阿勒泰市,和田市,15,23,10,21,21,11,1162.95,2437.99,3600.94,103.058,130.25,0,10,0,True,True,库车王府 -> 罗布人村寨 -> 博斯腾湖 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村 -> 达坂城古镇 -> 江布拉克草原 -> 北庭故城遗址 -> 可可托海 -> 天山天池,五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城 -> 赛里木湖 -> 果子沟大桥 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 克孜尔石窟 -> 香妃园 -> 艾提尕尔清真寺 -> 喀什古城 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 和田博物馆 -> 千里葡萄长廊,P030 -> P034 -> P032 -> P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013 -> P002 -> P035 -> P036 -> P021 -> P001,P022 -> P019 -> P018 -> P020 -> P023 -> P008 -> P017 -> P014 -> P010 -> P015 -> P016 -> P009 -> P033 -> P029 -> P031 -> P026 -> P025 -> P024 -> P028 -> P027 -> P040 -> P037 -> P039,"{""gateway_access"": 1.586, ""rail"": 3.55, ""rental_car"": 23.327, ""scenic_shuttle"": 1.3, ""taxi_transfer"": 3.632}","{""charter_car"": 20.699, ""gateway_access"": 4.174, ""rental_car"": 39.23, ""scenic_shuttle"": 0.9, ""taxi_transfer"": 4.66}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_041_OPEN_GATEWAY,open_gateway,random_region_restart,False,38,38,True,,0,那拉提镇,吐鲁番市,和田市,吐鲁番市,21,17,18,13,18,5,1767.19,1839.99,3607.18,108.915,130.25,0,10,0,True,True,夏塔古道 -> 昭苏草原 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 世界魔鬼城 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 可可托海 -> 北庭故城遗址 -> 天山天池 -> 江布拉克草原 -> 达坂城古镇 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 苏公塔 -> 坎儿井民俗园,和田博物馆 -> 千里葡萄长廊 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 库车王府 -> 克孜尔石窟 -> 天山神秘大峡谷 -> 那拉提草原 -> 巴音布鲁克草原 -> 博斯腾湖 -> 罗布人村寨 -> 葡萄沟 -> 交河故城,P016 -> P015 -> P010 -> P014 -> P017 -> P008 -> P023 -> P022 -> P019 -> P018 -> P020 -> P021 -> P036 -> P001 -> P035 -> P002 -> P013 -> P011 -> P003 -> P012 -> P005,P037 -> P039 -> P040 -> P028 -> P027 -> P025 -> P024 -> P026 -> P030 -> P031 -> P029 -> P009 -> P033 -> P032 -> P034 -> P004 -> P006,"{""charter_car"": 7.05, ""gateway_access"": 7.498, ""rental_car"": 40.77, ""scenic_shuttle"": 0.9, ""taxi_transfer"": 3.128}","{""charter_car"": 20.225, ""gateway_access"": 1.651, ""rental_car"": 22.332, ""scenic_shuttle"": 1.3, ""taxi_transfer"": 4.061}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_033_OPEN_GATEWAY,open_gateway,grand_tour_split,False,38,38,True,,0,伊宁市(伊犁),乌鲁木齐市,和田市,阿勒泰市,21,17,16,16,16,0,1397.75,2214.09,3611.84,110.21,130.25,1,10,0,True,True,果子沟大桥 -> 赛里木湖 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 巴音布鲁克草原 -> 克孜尔石窟 -> 罗布人村寨 -> 博斯腾湖 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村 -> 达坂城古镇 -> 北庭故城遗址 -> 江布拉克草原 -> 天山天池,和田博物馆 -> 千里葡萄长廊 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 库车王府 -> 天山神秘大峡谷 -> 那拉提草原 -> 世界魔鬼城 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 可可托海,P017 -> P008 -> P014 -> P010 -> P015 -> P016 -> P033 -> P031 -> P034 -> P032 -> P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013 -> P002 -> P036 -> P035 -> P001,P037 -> P039 -> P040 -> P028 -> P027 -> P025 -> P024 -> P026 -> P030 -> P029 -> P009 -> P023 -> P022 -> P019 -> P018 -> P020 -> P021,"{""charter_car"": 7.307, ""gateway_access"": 1.586, ""rail"": 3.55, ""rental_car"": 34.469, ""scenic_shuttle"": 1.6, ""taxi_transfer"": 4.842}","{""charter_car"": 28.923, ""gateway_access"": 6.979, ""rental_car"": 15.929, ""scenic_shuttle"": 0.6, ""taxi_transfer"": 4.425}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_016_OPEN_GATEWAY,open_gateway,grand_tour_split,False,38,38,True,,0,那拉提镇,乌鲁木齐市,和田市,阿勒泰市,16,22,10,21,21,11,920.62,2708.11,3628.73,107.89,130.25,0,9,0,True,True,巴音布鲁克草原 -> 天山神秘大峡谷 -> 克孜尔石窟 -> 罗布人村寨 -> 博斯腾湖 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村 -> 达坂城古镇 -> 北庭故城遗址 -> 江布拉克草原 -> 天山天池,和田博物馆 -> 千里葡萄长廊 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 库车王府 -> 那拉提草原 -> 夏塔古道 -> 昭苏草原 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 世界魔鬼城 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 可可托海,P033 -> P029 -> P031 -> P034 -> P032 -> P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013 -> P002 -> P036 -> P035 -> P001,P037 -> P039 -> P040 -> P028 -> P027 -> P025 -> P024 -> P026 -> P030 -> P009 -> P016 -> P015 -> P010 -> P014 -> P017 -> P008 -> P023 -> P022 -> P019 -> P018 -> P020 -> P021,"{""gateway_access"": 3.74, ""rail"": 3.55, ""rental_car"": 18.431, ""scenic_shuttle"": 1.3, ""taxi_transfer"": 5.184}","{""charter_car"": 33.957, ""gateway_access"": 6.979, ""rental_car"": 30.144, ""scenic_shuttle"": 0.9, ""taxi_transfer"": 3.705}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_023_OPEN_GATEWAY,open_gateway,grand_tour_split,False,38,38,True,,0,那拉提镇,乌鲁木齐市,和田市,阿勒泰市,16,22,10,21,21,11,920.62,2709.8,3630.42,108.048,130.25,0,9,0,True,True,巴音布鲁克草原 -> 天山神秘大峡谷 -> 克孜尔石窟 -> 罗布人村寨 -> 博斯腾湖 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村 -> 达坂城古镇 -> 北庭故城遗址 -> 江布拉克草原 -> 天山天池,和田博物馆 -> 千里葡萄长廊 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 喀什古城 -> 艾提尕尔清真寺 -> 香妃园 -> 库车王府 -> 那拉提草原 -> 夏塔古道 -> 昭苏草原 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 世界魔鬼城 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 可可托海,P033 -> P029 -> P031 -> P034 -> P032 -> P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013 -> P002 -> P036 -> P035 -> P001,P037 -> P039 -> P040 -> P028 -> P027 -> P024 -> P025 -> P026 -> P030 -> P009 -> P016 -> P015 -> P010 -> P014 -> P017 -> P008 -> P023 -> P022 -> P019 -> P018 -> P020 -> P021,"{""gateway_access"": 3.74, ""rail"": 3.55, ""rental_car"": 18.431, ""scenic_shuttle"": 1.3, ""taxi_transfer"": 5.184}","{""charter_car"": 33.957, ""gateway_access"": 6.979, ""rental_car"": 30.186, ""scenic_shuttle"": 0.9, ""taxi_transfer"": 3.821}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_071_OPEN_GATEWAY,open_gateway,random_region_restart,False,38,38,True,,0,喀什市,阿勒泰市,伊宁市(伊犁),乌鲁木齐市,16,22,15,16,16,1,2265.87,1434.92,3700.79,110.271,130.25,2,9,1,True,False,喀什古城 -> 艾提尕尔清真寺 -> 香妃园 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 和田博物馆 -> 千里葡萄长廊 -> 高昌故城 -> 葡萄沟 -> 可可托海 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城,果子沟大桥 -> 赛里木湖 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 库车王府 -> 克孜尔石窟 -> 博斯腾湖 -> 罗布人村寨 -> 吐峪沟麻扎村 -> 火焰山 -> 苏公塔 -> 坎儿井民俗园 -> 交河故城 -> 达坂城古镇 -> 北庭故城遗址 -> 江布拉克草原 -> 天山天池,P024 -> P025 -> P026 -> P028 -> P027 -> P040 -> P037 -> P039 -> P011 -> P004 -> P021 -> P022 -> P019 -> P018 -> P020 -> P023,P017 -> P008 -> P014 -> P010 -> P015 -> P016 -> P009 -> P033 -> P029 -> P030 -> P031 -> P032 -> P034 -> P013 -> P003 -> P012 -> P005 -> P006 -> P002 -> P036 -> P035 -> P001,"{""charter_car"": 32.332, ""gateway_access"": 1.151, ""rental_car"": 17.39, ""scenic_shuttle"": 0.6, ""taxi_transfer"": 4.192}","{""charter_car"": 12.968, ""gateway_access"": 1.586, ""rail"": 3.55, ""rental_car"": 28.446, ""scenic_shuttle"": 1.6, ""taxi_transfer"": 6.456}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_055_OPEN_GATEWAY,open_gateway,random_region_restart,False,38,38,True,,0,阿勒泰市,库尔勒市,伊宁市(伊犁),吐鲁番市,15,23,13,19,19,6,1245.01,2461.9,3706.91,111.972,130.25,1,10,0,True,True,世界魔鬼城 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 可可托海 -> 北庭故城遗址 -> 天山天池 -> 江布拉克草原 -> 达坂城古镇 -> 吐峪沟麻扎村 -> 火焰山 -> 坎儿井民俗园 -> 交河故城 -> 博斯腾湖,果子沟大桥 -> 赛里木湖 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 克孜尔石窟 -> 香妃园 -> 艾提尕尔清真寺 -> 喀什古城 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 和田博物馆 -> 千里葡萄长廊 -> 库车王府 -> 罗布人村寨 -> 高昌故城 -> 葡萄沟 -> 苏公塔,P023 -> P022 -> P019 -> P018 -> P020 -> P021 -> P036 -> P001 -> P035 -> P002 -> P013 -> P003 -> P005 -> P006 -> P032,P017 -> P008 -> P014 -> P010 -> P015 -> P016 -> P009 -> P033 -> P029 -> P031 -> P026 -> P025 -> P024 -> P028 -> P027 -> P040 -> P037 -> P039 -> P030 -> P034 -> P011 -> P004 -> P012,"{""charter_car"": 7.05, ""gateway_access"": 2.3, ""rental_car"": 26.326, ""scenic_shuttle"": 0.6, ""taxi_transfer"": 2.153}","{""charter_car"": 35.661, ""gateway_access"": 1.258, ""rail"": 3.55, ""rental_car"": 26.554, ""scenic_shuttle"": 0.3, ""taxi_transfer"": 6.22}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_075_OPEN_GATEWAY,open_gateway,random_region_restart,False,38,38,True,,0,和田市,阿勒泰市,阿勒泰市,伊宁市(伊犁),20,18,13,18,18,5,1934.37,1776.95,3711.32,105.021,130.25,0,9,0,True,True,和田博物馆 -> 千里葡萄长廊 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 库车王府 -> 克孜尔石窟 -> 天山神秘大峡谷 -> 罗布人村寨 -> 博斯腾湖 -> 坎儿井民俗园 -> 苏公塔 -> 火焰山 -> 吐峪沟麻扎村 -> 高昌故城 -> 葡萄沟 -> 世界魔鬼城,五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 可可托海 -> 北庭故城遗址 -> 江布拉克草原 -> 天山天池 -> 交河故城 -> 达坂城古镇 -> 巴音布鲁克草原 -> 那拉提草原 -> 夏塔古道 -> 昭苏草原 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖,P037 -> P039 -> P040 -> P028 -> P027 -> P025 -> P024 -> P026 -> P030 -> P031 -> P029 -> P034 -> P032 -> P005 -> P012 -> P003 -> P013 -> P011 -> P004 -> P023,P022 -> P019 -> P018 -> P020 -> P021 -> P036 -> P035 -> P001 -> P006 -> P002 -> P033 -> P009 -> P016 -> P015 -> P010 -> P014 -> P017 -> P008,"{""charter_car"": 20.548, ""gateway_access"": 1.449, ""rail"": 3.55, ""rental_car"": 14.061, ""scenic_shuttle"": 1.3, ""taxi_transfer"": 6.06}","{""charter_car"": 20.1, ""gateway_access"": 4.374, ""rail"": 2.433, ""rental_car"": 27.457, ""scenic_shuttle"": 0.9, ""taxi_transfer"": 2.789}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_049_OPEN_GATEWAY,open_gateway,random_region_restart,False,38,38,True,,0,吐鲁番市,喀什市,乌鲁木齐市,库尔勒市,16,22,12,20,20,8,1587.26,2145.43,3732.69,114.056,130.25,2,9,2,True,False,火焰山 -> 吐峪沟麻扎村 -> 高昌故城 -> 葡萄沟 -> 苏公塔 -> 坎儿井民俗园 -> 交河故城 -> 那拉提草原 -> 和田博物馆 -> 千里葡萄长廊 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园,天山天池 -> 江布拉克草原 -> 达坂城古镇 -> 北庭故城遗址 -> 可可托海 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城 -> 赛里木湖 -> 果子沟大桥 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 库车王府 -> 克孜尔石窟 -> 博斯腾湖 -> 罗布人村寨,P003 -> P013 -> P011 -> P004 -> P012 -> P005 -> P006 -> P009 -> P037 -> P039 -> P040 -> P028 -> P027 -> P025 -> P024 -> P026,P001 -> P035 -> P002 -> P036 -> P021 -> P022 -> P019 -> P018 -> P020 -> P023 -> P008 -> P017 -> P014 -> P010 -> P015 -> P016 -> P033 -> P029 -> P030 -> P031 -> P032 -> P034,"{""charter_car"": 32.035, ""gateway_access"": 1.856, ""rental_car"": 7.314, ""taxi_transfer"": 4.796}","{""charter_car"": 7.307, ""gateway_access"": 1.517, ""rail"": 3.55, ""rental_car"": 50.051, ""scenic_shuttle"": 2.2, ""taxi_transfer"": 3.43}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
